adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1,cont_num
1.000,462.060,12,22342.060,HIMFLA+FangSong,12.000,0,char,27,12.000,,担保证责任后有权向深圳市中恒汇志投资有限公司追偿；,450.060,para,True,12.000,42.540,54.540,379.940,391.940,0
1.000,504.060,13,22384.060,HIMFLA+FangSong,12.000,0,char,27,12.000,,（4）驳回万和证券股份有限公司的其他诉讼请求。,492.060,para,True,12.000,66.540,78.540,337.940,349.940,4
1.000,546.060,14,22426.060,HIMFLA+FangSong,12.000,0,char,27,12.000,,被告对一审判决不服，提起上诉，二审判决驳回上诉，维持原判。深圳市中级人民法院于,534.060,para,True,12.000,66.540,78.540,295.940,307.940,0
0.500,574.080,15,22454.080,HIMFLA+FangSong,12.000,0,char,27,12.000,,2021年5月10日出具《执行裁定书》（（2020）粤03执2520号之二），终止了本次执行程序。,562.080,para,True,6.000,42.540,390.632,267.920,279.920,0
1.000,602.040,16,22482.040,HIMFLA+FangSong,12.000,0,char,27,12.000,,截至报告期末，尚未收到委托人有关违约处置工作的最新指令，案件处于二审判决生效执行中阶,590.040,para,True,12.000,42.540,54.540,239.960,251.960,0
1.000,630.060,17,22510.060,HIMFLA+FangSong,12.000,0,char,27,12.000,,段。,618.060,para,True,12.000,42.540,54.540,211.940,223.940,0
0.500,672.060,18,22552.060,HIMFLA+FangSong,12.000,0,char,27,12.000,,2、万和证券根据委托人指令代表资产管理计划与阳光凯迪新能源集团有限公司（以下简称,660.060,para,True,6.000,66.540,72.540,169.940,181.940,3
0.500,700.080,19,22580.080,HIMFLA+FangSong,12.000,0,char,27,12.000,,“阳光凯迪”）签署了《万和证券股份有限公司股票质押式回购交易业务协议》，于2017年9,688.080,para,True,6.000,42.540,537.540,141.920,153.920,0
0.500,728.040,20,22608.040,HIMFLA+FangSong,12.000,0,char,27,12.000,,月27日向交易所场内股押系统，申报了两笔凯迪生态股票质押式回购交易。该业务履行期间，,716.040,para,True,6.000,42.540,84.540,113.960,125.960,0
0.500,84.060,0,22806.060,HIMFLA+FangSong,12.000,0,char,28,12.000,,阳光凯迪未按合同约定支付利息，构成违约。2018年11月21日，海南省高级人民法院作出,72.060,para,True,6.000,42.540,381.540,757.940,769.940,0
0.500,112.080,1,22834.080,HIMFLA+FangSong,12.000,0,char,28,12.000,,（2018）琼民初30、31号判决书，内容如下：,100.080,para,True,6.000,42.540,180.540,729.920,741.920,4
0.500,154.080,2,22876.080,HIMFLA+FangSong,12.000,0,char,28,12.000,,"（1）限被告凯迪生态在判决生效后10日内偿还万和证券融资本金84,000万元及利息（利",142.080,para,True,6.000,66.540,468.540,687.920,699.920,4
0.500,182.100,3,22904.100,HIMFLA+FangSong,12.000,0,char,28,12.000,,息以8.4亿元为本金按照年利率6.3％从2018年3月21日起计算至债务清偿日止）；,170.100,para,True,6.000,42.540,351.540,659.900,671.900,0
0.500,224.040,4,22946.040,HIMFLA+FangSong,12.000,0,char,28,12.000,,（2）限被告凯迪生态于判决生效后10日内支付万和证券违约金（以8.4亿元为基数，按照,212.040,para,True,6.000,66.540,462.540,617.960,629.960,4
0.500,252.060,5,22974.060,HIMFLA+FangSong,12.000,0,char,28,12.000,,年利率17.7％从2018年3月22日起计算至债务清偿日止）；,240.060,para,True,6.000,42.540,225.540,589.940,601.940,0
0.500,294.060,6,23016.060,HIMFLA+FangSong,12.000,0,char,28,12.000,,"（3）如被告不履行判决第一项、第二项义务，原告有权对被告质押给原告的31,180万股凯",282.060,para,True,6.000,66.540,522.540,547.940,559.940,4
1.000,322.080,7,23044.080,HIMFLA+FangSong,12.000,0,char,28,12.000,,迪生态股票折价、拍卖或变价所得借款优先受偿；,310.080,para,True,12.000,42.540,54.540,519.920,531.920,0
1.000,364.080,8,23086.080,HIMFLA+FangSong,12.000,0,char,28,12.000,,（4）驳回原告其他诉讼请求。,352.080,para,True,12.000,66.540,78.540,477.920,489.920,4
0.500,406.080,9,23128.080,HIMFLA+FangSong,12.000,0,char,28,12.000,,被告向最高人民法院提出再审，最高人民法院于2020年3月18日驳回被告提出的再审申请。,394.080,para,True,6.000,66.540,414.540,435.008,447.920,0
1.000,434.100,10,23156.100,HIMFLA+FangSong,12.000,0,char,28,12.000,,截至报告期末，本案件处于一审判决生效执行中阶段。,422.100,para,True,12.000,42.540,54.540,407.900,419.900,0
0.500,476.040,11,23198.040,HIMFLA+FangSong,12.000,0,char,28,12.000,,"3、万和证券与开晓胜签订《股票质押式回购交易业务协议》，初始交易金额为7,800万元，",464.040,para,True,6.000,66.540,534.540,365.960,377.960,3
0.500,504.060,12,23226.060,HIMFLA+FangSong,12.000,0,char,28,12.000,,"质押标的为盛运环保（300090），交易时股份性质为1,900万股限售股，融资利率为6.5%/年，",492.060,para,True,6.000,42.540,495.540,337.940,349.940,0
1.000,532.080,13,23254.080,HIMFLA+FangSong,12.000,0,char,28,12.000,,期限一年，按季付息。,520.080,para,True,12.000,42.540,54.540,309.920,321.920,0
1.000,574.080,14,23296.080,HIMFLA+FangSong,12.000,0,char,28,12.000,,因开晓胜未按时足额付息，且其所持股份被司法冻结，质押标的证券上市公司盛运环保处于,562.080,para,True,12.000,66.540,78.540,267.920,279.920,0
0.500,602.040,15,23324.040,HIMFLA+FangSong,12.000,0,char,28,12.000,,债务重组阶段，构成实质性违约。2019年1月30日，深圳市中级人民法院作出（2018）粤03,590.040,para,True,6.000,42.540,528.540,239.960,251.960,0
0.500,630.060,16,23352.060,HIMFLA+FangSong,12.000,0,char,28,12.000,,民初2575号判决书，内容如下：,618.060,para,True,6.000,42.540,108.540,211.940,223.940,0
0.500,672.060,17,23394.060,HIMFLA+FangSong,12.000,0,char,28,12.000,,"（1）被告开晓胜应于判决生效后10日内向原告支付融资款本金人民币7,800万元及融资利",660.060,para,True,6.000,66.540,486.540,169.940,181.940,4
0.500,700.080,18,23422.080,HIMFLA+FangSong,12.000,0,char,28,12.000,,息（违约金以拖欠的融资款本金为基数，按年利率6.5%，自2018年03月11日起计算至2018,688.080,para,True,6.000,42.540,516.540,141.920,153.920,0
0.500,728.100,19,23450.100,HIMFLA+FangSong,12.000,0,char,28,12.000,,"年4月22日止，并扣减已经扣划的利息人民币10,507.04元）；",716.100,para,True,6.000,42.540,360.540,113.900,125.900,0
0.500,84.060,0,23648.060,HIMFLA+FangSong,12.000,0,char,29,12.000,,（2）被告开晓胜应于判决生效后10日内向原告支付逾期回购证券违约金（违约金应以拖欠,72.060,para,True,6.000,66.540,270.540,757.940,769.940,4
0.500,112.080,1,23676.080,HIMFLA+FangSong,12.000,0,char,29,12.000,,的融资款本金为基数，按照日万分之五的标准，自2018年4月3日起计算至清偿之日止；,100.080,para,True,6.000,42.540,396.540,729.920,741.920,0
0.500,154.080,2,23718.080,HIMFLA+FangSong,12.000,0,char,29,12.000,,"（3）原告对被告质押给原告的1,900万股盛运环保证券就折价、拍卖、变卖所得价款在被",142.080,para,True,6.000,66.540,276.540,687.920,699.920,4
1.000,182.100,3,23746.100,HIMFLA+FangSong,12.000,0,char,29,12.000,,告开晓胜不能清偿判决第一、二项所确认的债务范围内有优先受偿权；,170.100,para,True,12.000,42.540,54.540,659.900,671.900,0
1.000,224.100,4,23788.100,HIMFLA+FangSong,12.000,0,char,29,12.000,,（4）驳回原告其他诉讼请求。,212.100,para,True,12.000,66.540,78.540,617.900,629.900,4
0.500,266.040,5,23830.040,HIMFLA+FangSong,12.000,0,char,29,12.000,,因被告对一审判决不服，提起上诉，2019年9月12日，广东省高级人民法院二审驳回上诉，,254.040,para,True,6.000,66.540,354.540,575.960,587.960,0
1.000,294.060,6,23858.060,HIMFLA+FangSong,12.000,0,char,29,12.000,,维持原判。截至报告期末，案件处于二审判决生效执行中阶段。,282.060,para,True,12.000,42.540,54.540,547.940,559.940,0
0.500,336.060,7,23900.060,HIMFLA+FangSong,12.000,0,char,29,12.000,,"4、万和证券与柴国生签订《股票质押式回购交易业务协议》，初始交易金额为6,300万元，",324.060,para,True,6.000,66.540,534.240,505.028,517.940,3
0.500,364.080,8,23928.080,HIMFLA+FangSong,12.000,0,char,29,12.000,,"质押标的证券为雪莱特（002076），交易时股份性质为2,500万股流通股，融资利率为6.2%/年，",352.080,para,True,6.000,42.540,512.220,477.008,489.920,0
0.500,392.100,9,23956.100,HIMFLA+FangSong,12.000,0,char,29,12.000,,期限为1年，付息方式为按季付息。,380.100,para,True,6.000,42.540,101.940,448.988,461.900,0
1.000,434.040,10,23998.040,HIMFLA+FangSong,12.000,0,char,29,12.000,,因柴国生未按时履行购回义务，且后期也未按时支付融资利息，构成实质性违约。为保障,422.040,para,True,12.000,66.660,78.660,407.960,419.960,0
0.500,462.060,11,24026.060,HIMFLA+FangSong,12.000,0,char,29,12.000,,公司权益，万和证券向法院起诉。2019年8月19日，深圳市中级人民法院作出（2019）粤03,450.060,para,True,6.000,42.540,526.740,379.028,391.940,0
0.500,490.080,12,24054.080,HIMFLA+FangSong,12.000,0,char,29,12.000,,民初1137号判决书，内容如下：,478.080,para,True,6.000,42.540,107.940,351.008,363.920,0
0.500,532.080,13,24096.080,HIMFLA+FangSong,12.000,0,char,29,12.000,,"（1）被告柴国生应于判决生效后10日内向原告支付融资款本金人民币6,300万元；",520.080,para,True,6.000,66.660,482.460,309.008,321.920,4
0.500,574.080,14,24138.080,HIMFLA+FangSong,12.000,0,char,29,12.000,,"（2）被告柴国生应于判决生效后10日内向原告支付融资利息（利息以本金6,300万元为基",562.080,para,True,6.000,66.660,506.460,267.008,279.920,4
0.500,602.100,15,24166.100,HIMFLA+FangSong,12.000,0,char,29,12.000,,数，自2019年3月1日起按年利率6.2%，计算至本息清偿完毕之日止）；,590.100,para,True,6.000,42.540,235.740,238.988,251.900,0
0.500,644.040,16,24208.040,HIMFLA+FangSong,12.000,0,char,29,12.000,,"（3）被告柴国生应于判决生效后10日内向原告支付违约金（以本金6,300万元为基数，按",632.040,para,True,6.000,66.660,470.460,197.048,209.960,4
0.500,672.060,17,24236.060,HIMFLA+FangSong,12.000,0,char,29,12.000,,每日万分之三的标准，自2018年9月16日计算至款项清偿完毕之日止）；,660.060,para,True,6.000,42.540,268.740,169.028,181.940,0
1.000,714.060,18,24278.060,HIMFLA+FangSong,12.000,0,char,29,12.000,,（4）被告陈敏对上述债务承担连带清偿责任；,702.060,para,True,12.000,66.660,78.660,127.028,138.650,4
0.500,84.060,0,24490.060,HIMFLA+FangSong,12.000,0,char,30,12.000,,"（5）原告对被告质押给原告的3,300万股雪莱特证券就折价、拍卖、变卖所得价款在涉案",72.060,para,True,6.000,66.660,273.060,757.028,769.940,4
1.000,112.080,1,24518.080,HIMFLA+FangSong,12.000,0,char,30,12.000,,债权范围内有优先受偿权。,100.080,para,True,12.000,42.540,54.540,729.920,740.630,0
1.000,154.080,2,24560.080,HIMFLA+FangSong,12.000,0,char,30,12.000,,（6）驳回原告其他诉讼请求。,142.080,para,True,12.000,66.540,78.540,687.008,698.630,4
0.500,196.080,3,24602.080,HIMFLA+FangSong,12.000,0,char,30,12.000,,被告对一审判决不服，提起上诉。2020年6月22日，广东省高级人民法院作出（2019）粤,184.080,para,True,6.000,66.540,337.740,645.008,657.920,0
0.500,224.100,4,24630.100,HIMFLA+FangSong,12.000,0,char,30,12.000,,民终2691号判决书，二审判决内容如下：,212.100,para,True,6.000,42.540,107.940,616.988,629.900,0
0.500,266.040,5,24672.040,HIMFLA+FangSong,12.000,0,char,30,12.000,,（1）维持广东省深圳市中级人民法院（2019）粤03民初1137号民事判决第一、六项及诉,254.040,para,True,6.000,66.540,407.340,575.048,587.960,4
1.000,294.060,6,24700.060,HIMFLA+FangSong,12.000,0,char,30,12.000,,讼费用负担部分；,282.060,para,True,12.000,42.540,54.540,547.940,558.650,0
0.500,336.060,7,24742.060,HIMFLA+FangSong,12.000,0,char,30,12.000,,（2）变更广东省深圳市中级人民法院（2019）粤03民初1137号民事判决第二项为：柴国,324.060,para,True,6.000,66.540,407.340,505.028,517.940,4
0.500,364.080,8,24770.080,HIMFLA+FangSong,12.000,0,char,30,12.000,,"生应于本判决生效之日起十日内向万和证券股份有限公司支付融资利息（利息以本金6,300万元",352.080,para,True,6.000,42.540,530.940,477.008,489.920,0
0.500,392.100,9,24798.100,HIMFLA+FangSong,12.000,0,char,30,12.000,,为基数，自2020年4月9日起至款项清偿之日止按年利率6.2%计算）；,380.100,para,True,6.000,42.540,355.740,448.988,461.900,0
0.500,434.040,10,24840.040,HIMFLA+FangSong,12.000,0,char,30,12.000,,（3）变更广东省深圳市中级人民法院（2019）粤03民初1137号民事判决第三项为：柴国,422.040,para,True,6.000,66.540,407.340,407.048,419.960,4
0.500,462.060,11,24868.060,HIMFLA+FangSong,12.000,0,char,30,12.000,,"生应于本判决生效之日起十日内向万和证券股份有限公司支付违约金2,771,398.04元及以6,300",450.060,para,True,6.000,42.540,515.940,379.028,391.940,0
0.500,490.080,12,24896.080,HIMFLA+FangSong,12.000,0,char,30,12.000,,万元为基数自2020年4月9日起至款项清偿之日止按每日万分之三的标准计算的违约金；,478.080,para,True,6.000,42.540,202.740,351.008,363.920,0
0.500,532.080,13,24938.080,HIMFLA+FangSong,12.000,0,char,30,12.000,,（4）变更广东省深圳市中级人民法院（2019）粤03民初1137号民事判决第四项为：陈敏,520.080,para,True,6.000,66.540,407.340,309.008,321.920,4
1.000,560.100,14,24966.100,HIMFLA+FangSong,12.000,0,char,30,12.000,,对上述债务承担连带清偿责任；,548.100,para,True,12.000,42.540,54.540,281.900,292.610,0
0.500,602.040,15,25008.040,HIMFLA+FangSong,12.000,0,char,30,12.000,,（5）变更广东省深圳市中级人民法院（2019）粤03民初1137号民事判决第五项为：万和,590.040,para,True,6.000,66.540,407.340,239.048,251.960,4
0.500,630.060,16,25036.060,HIMFLA+FangSong,12.000,0,char,30,12.000,,证券股份有限公司对柴国生提供质押的雪莱特股票26245810股（证券代码002076）拍卖或变卖,618.060,para,True,6.000,42.540,440.940,211.028,223.940,0
1.000,658.080,17,25064.080,HIMFLA+FangSong,12.000,0,char,30,12.000,,所得价款在涉案债权范围内享有优先受偿权。,646.080,para,True,12.000,42.540,54.540,183.920,194.630,0
1.000,700.080,18,25106.080,HIMFLA+FangSong,12.000,0,char,30,12.000,,截至报告期末，本案处于二审判决生效执行中阶段。,688.080,para,True,12.000,66.540,78.540,141.920,153.920,0
0.500,742.080,19,25148.080,HIMFLA+FangSong,12.000,0,char,30,12.000,,5、中粮信托有限责任公司（“原告”）为万和证券管理的资管产品“万和证券日盛10号,730.080,para,True,6.000,70.560,538.560,99.920,111.920,3
0.500,770.040,20,25176.040,HIMFLA+FangSong,12.000,0,char,30,12.000,,定向资产管理计划”委托人。自2018年10月23日起，原告陆续向万和证券发出多份《提取委,758.040,para,True,6.000,42.540,312.540,71.960,83.960,0
0.500,84.060,0,25332.060,HIMFLA+FangSong,12.000,0,char,31,12.000,,托资产通知书》，万和证券在指定时间内执行了部分通知书。2018年11月5日，原告向万和证,72.060,para,True,6.000,42.540,459.540,757.940,769.940,0
1.000,112.080,1,25360.080,HIMFLA+FangSong,12.000,0,char,31,12.000,,券出具指令，要求万和证券对持有的证券资产全部变现，万和证券于原告指定日期过后陆续变现,100.080,para,True,12.000,42.540,54.540,729.920,741.920,0
1.000,140.100,2,25388.100,HIMFLA+FangSong,12.000,0,char,31,12.000,,证券资产并向原告进行了资金返还，至起诉日未完成全部资产变现。,128.100,para,True,12.000,42.540,54.540,701.900,713.900,0
0.500,182.040,3,25430.040,HIMFLA+FangSong,12.000,0,char,31,12.000,,"原告诉请法院判决万和证券向原告赔偿贬值损失5,498.26万元及因迟延返还委托资产造成",170.040,para,True,6.000,70.560,388.560,659.960,671.960,0
0.500,210.060,4,25458.060,HIMFLA+FangSong,12.000,0,char,31,12.000,,的利息损失，以及律师费、保全费、保全保险费、交通费、食宿费诉讼费等（截止2021年3月,198.060,para,True,6.000,42.540,540.540,631.940,643.940,0
0.500,238.080,5,25486.080,HIMFLA+FangSong,12.000,0,char,31,12.000,,"15日共计7,787.85万元）。2021年5月6日，北京金融法院裁定冻结万和证券的银行存款或查",226.080,para,True,6.000,42.540,282.540,603.920,615.920,0
0.500,266.040,6,25514.040,HIMFLA+FangSong,12.000,0,char,31,12.000,,"封、扣押相应价值的财产，限额总计77,878,547.08元。截至5月7日，已冻结万和证券银行存",254.040,para,True,6.000,42.540,414.540,575.960,587.960,0
0.500,294.060,7,25542.060,HIMFLA+FangSong,12.000,0,char,31,12.000,,"款53,928,230.24元。目前案件已立案并召开了庭前会议，待正式开庭。",282.060,para,True,6.000,42.540,150.540,547.940,559.940,0
0.500,336.060,8,25584.060,HIMFLA+FangSong,12.000,0,char,31,12.000,,6、华夏人寿保险与四被告郭伟、深圳市科陆电子科技股份有限公司、宁波炜能资料管理中,324.060,para,True,6.000,70.560,76.560,505.940,517.940,3
1.000,364.080,9,25612.080,HIMFLA+FangSong,12.000,0,char,31,12.000,,心、深圳久安富赢新能源股权投资企业（有限合伙）及深圳复思尔康、北京中海盈创、董文洁、,352.080,para,True,12.000,42.540,54.540,477.920,489.920,0
1.000,392.040,10,25640.040,HIMFLA+FangSong,12.000,0,char,31,12.000,,北京华山弘业股权投资基、宁波华山恒东、珠海千红思远、北京国能电池公司签订增资协议，根,380.040,para,True,12.000,42.540,54.540,449.960,461.960,0
0.500,420.060,11,25668.060,HIMFLA+FangSong,12.000,0,char,31,12.000,,据协议，如果国能电池2016年度净利润未达到2.5亿元，被告郭伟承诺受让全部股权 ，加上年,408.060,para,True,6.000,42.540,324.540,421.940,433.940,0
0.500,448.080,12,25696.080,HIMFLA+FangSong,12.000,0,char,31,12.000,,化10%的利息，四被告承担连带责任。,436.080,para,True,6.000,42.540,63.540,393.920,405.920,0
0.500,490.080,13,25738.080,HIMFLA+FangSong,12.000,0,char,31,12.000,,因国能电池2016年经审计未达2.5亿元，原告请求判令被告一受让原告全部股份,478.080,para,True,6.000,70.560,268.560,351.920,363.920,0
0.500,518.040,14,25766.040,HIMFLA+FangSong,12.000,0,char,31,12.000,,"4,456.2353万股，受让价款本息合计73,042万元，被告二，三，四承担连带责任。目前案件处",506.040,para,True,6.000,42.540,291.540,323.960,335.960,0
1.000,546.060,15,25794.060,HIMFLA+FangSong,12.000,0,char,31,12.000,,于一审已开庭待判决阶段。,534.060,para,True,12.000,42.540,54.540,295.940,307.940,0
0.500,588.060,16,25836.060,HIMFLA+FangSong,12.000,0,char,31,12.000,,7、2016年9月30日，原告深圳复思尔康投资合伙企业（有限合伙）与其他投资方与五被,576.060,para,True,6.000,70.560,181.560,253.940,265.940,3
1.000,616.080,17,25864.080,HIMFLA+FangSong,12.000,0,char,31,12.000,,告郭伟、宁波炜能资产管理中心（有限合伙）、深圳市科陆电子科技股份有限公司、深圳久安富,604.080,para,True,12.000,42.540,54.540,225.920,237.920,0
1.000,644.040,18,25892.040,HIMFLA+FangSong,12.000,0,char,31,12.000,,盈新能源股权投资企业（有限合伙）、北京国能电池科技股份有限公司签订增资协议，约定：原,632.040,para,True,12.000,42.540,54.540,197.960,209.960,0
0.500,672.060,19,25920.060,HIMFLA+FangSong,12.000,0,char,31,12.000,,告以1亿元增资北京国能电池公司；如2016年北京国能电池公司经审计的净利润未达到2.5亿,660.060,para,True,6.000,42.540,540.540,169.940,181.940,0
0.500,700.080,20,25948.080,HIMFLA+FangSong,12.000,0,char,31,12.000,,元时，原告有权要求被告郭伟进行回购，回购价格为本金加年化利率10%；如五被告违反增资协,688.080,para,True,6.000,42.540,411.540,141.920,153.920,0
1.000,728.100,21,25976.100,HIMFLA+FangSong,12.000,0,char,31,12.000,,议的陈述、保证或承诺的，应就违约赔偿承担连带责任。,716.100,para,True,12.000,42.540,54.540,113.900,125.900,0
0.500,84.060,0,26174.060,HIMFLA+FangSong,12.000,0,char,32,12.000,,后经审计，被告国能电池2016年的净利润未达标，后原告要求回购无果，故原告于2018,72.060,para,True,6.000,70.560,517.560,757.940,769.940,0
0.500,112.080,1,26202.080,HIMFLA+FangSong,12.000,0,char,32,12.000,,年11月15日起诉，要求五被告承担相应责任。一审法院判决郭伟支付回购款本金1亿元及利息，,100.080,para,True,6.000,42.540,498.600,729.920,741.920,0
1.000,140.100,2,26230.100,HIMFLA+FangSong,12.000,0,char,32,12.000,,二审法院撤销一审判决。目前案件处于二审判决生效阶段。,128.100,para,True,12.000,42.540,54.540,701.900,713.900,4
0.500,182.040,3,26272.040,HIMFLA+FangSong,12.000,0,char,32,12.000,,8、2017年5月15日，原告城市电力控股集团有限公司与被告深圳市科陆电子科技股份有,170.040,para,True,6.000,70.560,181.560,659.960,671.960,3
0.500,210.060,4,26300.060,HIMFLA+FangSong,12.000,0,char,32,12.000,,限公司、四川陆纵电力设计有限责任公司签署电池储能承包合同，该项目于2017年12月6日完,198.060,para,True,6.000,42.540,534.540,631.940,643.940,0
1.000,238.080,5,26328.080,HIMFLA+FangSong,12.000,0,char,32,12.000,,成到货验收，原告因质量问题请求判令解除合同，判令被告一返还合同款及利息、误期赔偿费、,226.080,para,True,12.000,42.540,54.540,603.920,615.920,0
0.500,266.040,6,26356.040,HIMFLA+FangSong,12.000,0,char,32,12.000,,"项目各项成本、预期利益损失合计5,953.1817万元，判令被告二承担连带责任。目前案件处于",254.040,para,True,6.000,42.540,300.540,575.960,587.960,0
1.000,294.060,7,26384.060,HIMFLA+FangSong,12.000,0,char,32,12.000,,一审已开庭待判决阶段。,282.060,para,True,12.000,42.540,54.540,547.940,559.940,4
0.500,336.060,8,26426.060,HIMFLA+FangSong,12.000,0,char,32,12.000,,9、分宜县城西工业园开发有限责任公司、江西科能储能电池系统有限公司、北京国能电池,324.060,para,True,6.000,70.560,76.560,505.940,517.940,3
0.500,364.080,9,26454.080,HIMFLA+FangSong,12.000,0,char,32,12.000,,科技股份有限公司、郭伟、新余农村商业银行股份有限公司分宜支行于2017年11月1日签订,352.080,para,True,6.000,42.540,510.540,477.920,489.920,0
0.500,392.040,10,26482.040,HIMFLA+FangSong,12.000,0,char,32,12.000,,"《委托贷款借款合同》，委托贷款金额为30,000万元。同日，科陆电子、郭伟、北京国能电池",380.040,para,True,6.000,42.540,312.540,449.960,461.960,0
1.000,420.060,11,26510.060,HIMFLA+FangSong,12.000,0,char,32,12.000,,科技股份有限公司为被告的上述贷款提供连带责任保证，并与新余农村商业银行股份有限公司分,408.060,para,True,12.000,42.540,54.540,421.940,433.940,0
1.000,448.080,12,26538.080,HIMFLA+FangSong,12.000,0,char,32,12.000,,宜支行签订《保证合同》。借款到期后，被告不仅未归还贷款本金，且尚拖欠逾期违约利息,436.080,para,True,12.000,42.540,54.540,393.920,405.920,0
0.500,476.040,13,26566.040,HIMFLA+FangSong,12.000,0,char,32,12.000,,"2,430万元（2019年11月1日至2020年10月31日期间），各连带责任保证人亦均未履行保证",464.040,para,True,6.000,42.540,318.540,365.960,377.960,0
1.000,504.060,14,26594.060,HIMFLA+FangSong,12.000,0,char,32,12.000,,责任义务。,492.060,para,True,12.000,42.540,54.540,337.940,349.940,0
0.500,546.060,15,26636.060,HIMFLA+FangSong,12.000,0,char,32,12.000,,"科陆电子向债务人履行的保证责任共计人民币5,000万元整，因此产生的律师代理费人民",534.060,para,True,6.000,70.560,358.560,295.940,307.940,0
0.500,574.080,16,26664.080,HIMFLA+FangSong,12.000,0,char,32,12.000,,币40万元及为诉讼保全所开具的保函费用人民币4万元。科陆电子诉请被告偿还前述费用。目,562.080,para,True,6.000,42.540,324.540,267.920,279.920,0
1.000,602.100,17,26692.100,HIMFLA+FangSong,12.000,0,char,32,12.000,,前案件处于已立案待开庭阶段。,590.100,para,True,12.000,42.540,54.540,239.900,251.900,0
0.500,644.040,18,26734.040,HIMFLA+FangSong,12.000,0,char,32,12.000,,"截至2021年6月30日，公司控股企业万和证券股份有限公司以第三人身份涉及5,000万",632.040,para,True,6.000,70.560,538.560,197.960,209.960,0
0.500,672.060,19,26762.060,HIMFLA+FangSong,12.000,0,char,32,12.000,,元以上诉讼案件2起，具体情况如下：,660.060,para,True,6.000,42.540,150.540,169.940,181.940,0
0.500,522.060,5,27454.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,1、万和证券受鄂尔多斯市金驼药业有限责任公司的委托，成立了“万和证券臻和7号定向,510.060,para,True,6.000,71.820,521.820,319.940,331.940,3
1.000,550.080,6,27482.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,资产管理计划”。该资管计划产品类型为被动管理型定向资产管理计划，投资标的主要为固定收,538.080,para,True,12.000,42.540,54.540,291.920,303.920,0
0.500,578.040,7,27510.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,益类品种、货币市场工具及金融产品。资管计划持有被告永泰集团发行的 18永泰集团SCP001,566.040,para,True,6.000,42.540,504.540,263.960,275.960,0
0.500,606.060,8,27538.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,"超短期融资券 50万张，票面总额为人民币5,000万元。因被告未按时兑付，构成违约。原告作",594.060,para,True,6.000,42.540,315.540,235.940,247.940,0
1.000,634.080,9,27566.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,为资管计划委托人要求被告永泰集团支付相关款项，王广西作为担保人承担连带支付责任。,622.080,para,True,12.000,42.540,54.540,207.920,219.920,0
0.500,676.080,10,27608.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,2020年12月30日山西省晋中市中级人民法院一审判决如下：,664.080,para,True,6.000,71.820,170.820,165.920,177.920,0
1.000,718.080,11,27650.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,（1）被吿永泰集团有限公司、被告王广西于本判决生效后十日内连带向原告鄂尔多斯市金,706.080,para,True,12.000,71.820,83.820,123.920,135.920,4
0.500,746.100,12,27678.100,HIMFLA+FangSong,12.000,0,char,33,12.000,0,"驼药业有限责任公司支付“18永泰集团SCP001”超短期融资券本金人民币5,000万元；",734.100,para,True,6.000,42.540,480.540,95.900,107.900,0
1.000,84.060,0,27858.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,（2）被告永泰集团有限公司、被告王广西于本判决生效后十日内连带向原告鄂尔多斯市金,72.060,para,True,12.000,71.820,83.820,757.940,769.940,4
0.500,112.080,1,27886.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,驼药业有限责任公司支付“18永泰集团SCP001”超短期融资券自2018年3月15日截止至2018,100.080,para,True,6.000,42.540,525.540,729.920,741.920,0
0.500,140.040,2,27914.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,"年12月10日利息人民币2,773,972.60元（以本金5000万元为基数，按年利率7.5%标准，计",128.040,para,True,6.000,42.540,471.540,701.960,713.960,0
0.500,168.060,3,27942.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,算270天）；,156.060,para,True,6.000,42.540,90.540,673.940,685.940,0
1.000,210.060,4,27984.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,（3）被告永泰集团有限公司、王广西于本判决生效后十日内连带向原告鄂尔多斯市金驼药,198.060,para,True,12.000,71.820,83.820,631.940,643.940,4
0.500,238.080,5,28012.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,"业有限责任公司支付违约金（第一部分以本金5,000万元为基数，按日利率万分之二点一标准,",226.080,para,True,6.000,42.540,330.540,603.920,615.920,0
0.500,266.040,6,28040.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,"自2018年12月11日起计算至实际清偿之日止；第二部分以2,773,972.60元利息为基数，按日",254.040,para,True,6.000,42.540,450.540,575.960,587.960,0
0.500,294.060,7,28068.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,利率万分之二点一标准，自2018年12月11日起计算至实际清偿之日止）；,282.060,para,True,6.000,42.540,288.540,547.940,559.940,0
