,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,upright,width,x0,x1,y0,y1,type,
1151,10.56,197.3,5,17865.309,ABCDEE+宋体,10.56,0,char,22,10.56,0,存货 ,183.14,TRUE,10.56,84.504,189.98,646.371,656.931,tbl,
1152,5.28,197.3,5,17865.309,ABCDEE+宋体,10.56,0,char,22,10.56,0,71.18,183.14,TRUE,5.28,189.98,244.9770588,646.371,656.931,tbl,
1153,5.28,197.3,5,17865.309,ABCDEE+宋体,10.56,0,char,22,10.56,0,71.96,183.14,TRUE,5.28,244.9770588,346.51,646.371,656.931,tbl,
1154,5.28,197.3,5,17865.309,ABCDEE+宋体,10.56,0,char,22,10.56,0,-1.09,183.14,TRUE,5.28,346.51,408.9241176,646.371,656.931,tbl,
1155,5.28,197.3,5,17865.309,ABCDEE+宋体,10.56,0,char,22,10.56,0,- ,183.14,TRUE,5.28,408.9241176,508.9917647,646.371,656.931,tbl,
1156,10.56,225.02,6,17886.189,ABCDEE+宋体,10.56,0,char,22,10.56,0,其他流动资产 ,197.3,TRUE,10.56,84.504,189.98,625.491,636.051,tbl,
1157,5.28,225.02,6,17886.189,ABCDEE+宋体,10.56,0,char,22,10.56,0,1.28,197.3,TRUE,5.28,189.98,244.9770588,625.491,636.051,tbl,
1158,5.28,225.02,6,17886.189,ABCDEE+宋体,10.56,0,char,22,10.56,0,0.08,197.3,TRUE,5.28,244.9770588,346.51,625.491,636.051,tbl,
1159,5.28,225.02,6,17886.189,ABCDEE+宋体,10.56,0,char,22,10.56,0,1401.97,197.3,TRUE,5.28,346.51,408.9241176,625.491,636.051,tbl,
1160,10.56,225.02,6,17879.349,ABCDEE+宋体,10.56,0,char,22,10.56,0,待认证进项税额增加 ,197.3,TRUE,10.56,408.9241176,508.9917647,618.651,642.891,tbl,
1161,10.56,239.18,7,17907.069,ABCDEE+宋体,10.56,0,char,22,10.56,0,投资性房地产 ,225.02,TRUE,10.56,84.504,189.98,604.611,615.171,tbl,
1162,5.28,239.18,7,17907.069,ABCDEE+宋体,10.56,0,char,22,10.56,0,2.57,225.02,TRUE,5.28,189.98,244.9770588,604.611,615.171,tbl,
1163,5.28,239.18,7,17907.069,ABCDEE+宋体,10.56,0,char,22,10.56,0,2.51,225.02,TRUE,5.28,244.9770588,346.51,604.611,615.171,tbl,
1164,5.28,239.18,7,17907.069,ABCDEE+宋体,10.56,0,char,22,10.56,0,2.14,225.02,TRUE,5.28,346.51,408.9241176,604.611,615.171,tbl,
1165,5.28,239.18,7,17907.069,ABCDEE+宋体,10.56,0,char,22,10.56,0,- ,225.02,TRUE,5.28,408.9241176,508.9917647,604.611,615.171,tbl,
1166,10.56,266.9,8,17928.069,ABCDEE+宋体,10.56,0,char,22,10.56,0,固定资产 ,239.18,TRUE,10.56,84.504,189.98,583.611,594.171,tbl,
1167,5.28,266.9,8,17928.069,ABCDEE+宋体,10.56,0,char,22,10.56,0,1.13,239.18,TRUE,5.28,189.98,244.9770588,583.611,594.171,tbl,
1168,5.28,266.9,8,17928.069,ABCDEE+宋体,10.56,0,char,22,10.56,0,2.75,239.18,TRUE,5.28,244.9770588,346.51,583.611,594.171,tbl,
1169,5.28,266.9,8,17928.069,ABCDEE+宋体,10.56,0,char,22,10.56,0,-59.15,239.18,TRUE,5.28,346.51,408.9241176,583.611,594.171,tbl,
1170,10.56,266.9,8,17921.229,ABCDEE+宋体,10.56,0,char,22,10.56,0,部分房屋及建筑物资产划转出 ,239.18,TRUE,10.56,408.9241176,508.9917647,576.771,601.011,tbl,
1171,10.56,281.06,9,17948.949,ABCDEE+宋体,10.56,0,char,22,10.56,0,在建工程 ,266.9,TRUE,10.56,84.504,189.98,562.731,573.291,tbl,
1172,5.28,281.06,9,17948.949,ABCDEE+宋体,10.56,0,char,22,10.56,0,11.33,266.9,TRUE,5.28,189.98,244.9770588,562.731,573.291,tbl,
1173,5.28,281.06,9,17948.949,ABCDEE+宋体,10.56,0,char,22,10.56,0,3.37,266.9,TRUE,5.28,244.9770588,346.51,562.731,573.291,tbl,
1174,5.28,281.06,9,17948.949,ABCDEE+宋体,10.56,0,char,22,10.56,0,236.76,266.9,TRUE,5.28,346.51,408.9241176,562.731,573.291,tbl,
1175,10.56,281.06,9,17948.949,ABCDEE+宋体,10.56,0,char,22,10.56,0,自建项目投入增加 ,266.9,TRUE,10.56,408.9241176,508.9917647,562.731,573.291,tbl,
1176,10.56,295.13,10,17963.139,ABCDEE+宋体,10.56,0,char,22,10.56,0,无形资产 ,281.06,TRUE,10.56,84.504,189.98,548.541,559.101,tbl,
1177,5.28,295.13,10,17963.139,ABCDEE+宋体,10.56,0,char,22,10.56,0,1.84,281.06,TRUE,5.28,189.98,244.9770588,548.541,559.101,tbl,
1178,5.28,295.13,10,17963.139,ABCDEE+宋体,10.56,0,char,22,10.56,0,0.01,281.06,TRUE,5.28,244.9770588,346.51,548.541,559.101,tbl,
1179,5.28,295.13,10,17963.139,ABCDEE+宋体,10.56,0,char,22,10.56,0,"13,936.54",281.06,TRUE,5.28,346.51,408.9241176,548.541,559.101,tbl,
1180,10.56,295.13,10,17963.139,ABCDEE+宋体,10.56,0,char,22,10.56,0,购买取得土地资产 ,281.06,TRUE,10.56,408.9241176,508.9917647,548.541,559.101,tbl,
1181,10.56,309.29,11,17977.179,ABCDEE+宋体,10.56,0,char,22,10.56,0,长期待摊费用 ,295.13,TRUE,10.56,84.504,189.98,534.501,545.061,tbl,
1182,5.28,309.29,11,17977.179,ABCDEE+宋体,10.56,0,char,22,10.56,0,1.06,295.13,TRUE,5.28,189.98,244.9770588,534.501,545.061,tbl,
1183,5.28,309.29,11,17977.179,ABCDEE+宋体,10.56,0,char,22,10.56,0,0,295.13,TRUE,5.28,244.9770588,346.51,534.501,545.061,tbl,
1184,5.28,309.29,11,17977.179,ABCDEE+宋体,10.56,0,char,22,10.56,0,"27,227.51",295.13,TRUE,5.28,346.51,408.9241176,534.501,545.061,tbl,
1185,10.56,309.29,11,17977.179,ABCDEE+宋体,10.56,0,char,22,10.56,0,土地经营权增加 ,295.13,TRUE,10.56,408.9241176,508.9917647,534.501,545.061,tbl,
1186,10.56,323.45,12,17991.339,ABCDEE+宋体,10.56,0,char,22,10.56,0,其他非流动资产 ,309.29,TRUE,10.56,84.504,189.98,520.341,530.901,tbl,
1187,5.28,323.45,12,17991.339,ABCDEE+宋体,10.56,0,char,22,10.56,0,8.06,309.29,TRUE,5.28,189.98,244.9770588,520.341,530.901,tbl,
1188,5.28,323.45,12,17991.339,ABCDEE+宋体,10.56,0,char,22,10.56,0,8.06,309.29,TRUE,5.28,244.9770588,346.51,520.341,530.901,tbl,
1189,5.28,323.45,12,17991.339,ABCDEE+宋体,10.56,0,char,22,10.56,0,- ,309.29,TRUE,5.28,346.51,408.9241176,520.341,530.901,tbl,
1190,5.28,323.45,12,17991.339,ABCDEE+宋体,10.56,0,char,22,10.56,0,- ,309.29,TRUE,5.28,408.9241176,508.9917647,520.341,530.901,tbl,
1191,5.85,342.594,13,18012.354,ABCDEE+Cambria,10.56,0,char,22,10.56,0,2.主要资产变动的原因,332.034,TRUE,5.85,89.904,95.754,499.326,509.886,para,标题4
1192,10.56,361.299,14,18031.059,ABCDEE+宋体,10.56,0,char,22,10.56,0,见上表,350.739,TRUE,10.56,89.904,100.464,479.47,490.03,para,正文
1193,10.56,377.979,15,18047.739,ABCDEE+宋体,10.56,0,char,22,10.56,0,（二） 资产受限情况,367.419,TRUE,10.56,89.904,142.46,462.79,474.501,para,标题3
1194,5.354,397.539,16,18067.299,ABCDEE+Calibri,10.56,0,char,22,10.56,0,1. 各类资产受限情况,386.979,TRUE,5.354,89.904,121.7,443.23,453.79,para,标题4
1195,10.56,417.219,17,18086.979,ABCDEE+宋体,10.56,0,char,22,10.56,0,√适用 □不适用,406.659,TRUE,10.56,89.904,100.464,424.701,435.261,para,正文
1196,2.387,436.779,18,18106.539,ABCDEE+Calibri,10.56,0,char,22,10.56,0,单位：亿元   币种：人民币,426.219,TRUE,2.387,374.23,453.07,403.99,414.55,para,正文
1197,10.56,456.459,19,18126.219,ABCDEE+宋体,10.56,0,char,22,10.56,0,受限资产账面价值总额：6.90亿元,445.899,TRUE,10.56,89.904,237.29,384.31,394.87,para,正文
1198,10.56,519.19,20,18166.679,ABCDEE+宋体,10.56,0,char,22,10.56,0,受限资产 ,464.21,TRUE,10.56,84.504,172.58,345.001,355.561,tbl,
1199,10.56,519.19,20,18166.679,ABCDEE+宋体,10.56,0,char,22,10.56,0,账面价值 ,464.21,TRUE,10.56,172.58,244.9770588,345.001,355.561,tbl,
1200,10.56,519.19,20,18159.959,ABCDEE+宋体,10.56,0,char,22,10.56,0,评估价值（如有） ,464.21,TRUE,10.56,244.9770588,309.17,338.161,362.281,tbl,
1201,10.56,519.19,20,18153.119,ABCDEE+宋体,10.56,0,char,22,10.56,0,所担保债务的债务人、担保类型及担保金额（如有） ,464.21,TRUE,10.56,309.17,408.9241176,330.17,369.121,tbl,
1202,10.56,519.19,20,18146.279,ABCDEE+宋体,10.56,0,char,22,10.56,0,由于其他原因受限的，披露受限原因及受限金额（如有） ,464.21,TRUE,10.56,408.9241176,508.9917647,324.481,375.961,tbl,
1203,10.56,533.35,21,18201.239,ABCDEE+宋体,10.56,0,char,22,10.56,0,货币资金 ,519.19,TRUE,10.56,84.504,172.58,310.441,321.001,tbl,
1204,5.28,533.35,21,18201.239,ABCDEE+宋体,10.56,0,char,22,10.56,0,0.11,519.19,TRUE,5.28,172.58,244.9770588,310.441,321.001,tbl,
1205,5.28,533.35,21,18201.239,ABCDEE+宋体,10.56,0,char,22,10.56,0,- ,519.19,TRUE,5.28,244.9770588,309.17,310.441,321.001,tbl,
1206,3.231,533.35,21,18201.67,ABCDEE+Calibri,10.56,0,char,22,10.56,0,- ,519.19,TRUE,3.231,309.17,408.9241176,310.01,320.57,tbl,
1207,10.56,533.35,21,18201.239,ABCDEE+宋体,10.56,0,char,22,10.56,0,存单质押 ,519.19,TRUE,10.56,408.9241176,508.9917647,309.29,319.85,tbl,
1208,10.56,547.39,22,18215.399,ABCDEE+宋体,10.56,0,char,22,10.56,0,土地资产 ,533.35,TRUE,10.56,84.504,172.58,296.281,306.841,tbl,
1209,5.28,547.39,22,18215.399,ABCDEE+宋体,10.56,0,char,22,10.56,0,6.67,533.35,TRUE,5.28,172.58,244.9770588,296.281,306.841,tbl,
1210,5.28,547.39,22,18215.399,ABCDEE+宋体,10.56,0,char,22,10.56,0,- ,533.35,TRUE,5.28,244.9770588,309.17,296.281,306.841,tbl,
1211,10.56,547.39,22,18215.399,ABCDEE+宋体,10.56,0,char,22,10.56,0,无 ,533.35,TRUE,10.56,309.17,408.9241176,295.13,305.69,tbl,
1212,10.56,547.39,22,18215.399,ABCDEE+宋体,10.56,0,char,22,10.56,0,抵押贷款 ,533.35,TRUE,10.56,408.9241176,508.9917647,295.13,305.69,tbl,
1213,10.56,561.55,23,18229.559,ABCDEE+宋体,10.56,0,char,22,10.56,0,房屋及建筑物 ,547.39,TRUE,10.56,84.504,172.58,282.121,292.681,tbl,
1214,5.28,561.55,23,18229.559,ABCDEE+宋体,10.56,0,char,22,10.56,0,0.12,547.39,TRUE,5.28,172.58,244.9770588,282.121,292.681,tbl,
1215,5.28,561.55,23,18229.559,ABCDEE+宋体,10.56,0,char,22,10.56,0,- ,547.39,TRUE,5.28,244.9770588,309.17,282.121,292.681,tbl,
1216,10.56,561.55,23,18229.559,ABCDEE+宋体,10.56,0,char,22,10.56,0,无 ,547.39,TRUE,10.56,309.17,408.9241176,280.97,291.53,tbl,
1217,10.56,561.55,23,18229.559,ABCDEE+宋体,10.56,0,char,22,10.56,0,抵押贷款 ,547.39,TRUE,10.56,408.9241176,508.9917647,282.121,292.681,tbl,
1218,10.56,575.71,24,18243.599,ABCDEE+宋体,10.56,0,char,22,10.56,0,合计 ,561.55,TRUE,10.56,84.504,172.58,268.081,278.641,tbl,
1219,5.28,575.71,24,18243.599,ABCDEE+宋体,10.56,0,char,22,10.56,0,6.9,561.55,TRUE,5.28,172.58,244.9770588,268.081,278.641,tbl,
1220,5.28,575.71,24,18243.599,ABCDEE+宋体,10.56,0,char,22,10.56,0,- ,561.55,TRUE,5.28,244.9770588,309.17,268.081,278.641,tbl,
1221,3.231,575.71,24,18244.51,ABCDEE+Calibri,10.56,0,char,22,10.56,0,- ,561.55,TRUE,3.231,309.17,408.9241176,267.17,277.73,tbl,
1222,3.231,575.71,24,18244.03,ABCDEE+Calibri,10.56,0,char,22,10.56,0,- ,561.55,TRUE,3.231,408.9241176,508.9917647,267.65,278.21,tbl,
1223,5.354,606.839,25,18276.599,ABCDEE+Calibri,10.56,0,char,22,10.56,0,2. 发行人所持子公司股权的受限情况,596.279,TRUE,5.354,89.904,121.7,233.93,244.49,para,标题4
1224,5.354,626.399,26,18296.159,ABCDEE+Calibri,10.56,0,char,22,10.56,0,报告期（末）母公司口径营业总收入或资产总额低于合并口径相应金额50%,615.839,TRUE,5.354,89.904,423.624,214.37,226.081,para,正文
1225,10.56,646.079,27,18315.839,ABCDEE+宋体,10.56,0,char,22,10.56,0,□适用 √不适用,635.519,TRUE,10.56,89.904,100.464,194.69,205.25,para,正文
1226,10.56,684.509,28,18354.269,ABCDEE+宋体,10.56,0,char,22,10.56,0,六、 负债情况,673.949,TRUE,10.56,89.904,100.464,157.411,167.971,para,标题2
1227,10.56,704.069,29,18373.829,ABCDEE+宋体,10.56,0,char,22,10.56,0,（一） 主要负债情况及其变动原因,693.509,TRUE,10.56,89.904,142.46,136.7,148.411,para,标题3
1228,5.85,721.604,30,18391.364,ABCDEE+Cambria,10.56,0,char,22,10.56,0,1.主要负债情况,711.044,TRUE,5.85,89.904,95.754,120.316,130.876,para,标题4
1229,2.387,740.309,31,18410.069,ABCDEE+Calibri,10.56,0,char,22,10.56,0,单位：亿元   币种：人民币,729.749,TRUE,2.387,374.23,453.07,100.46,111.02,para,正文
1230,4.563,792.186,32,18463.506,ABCDEE+Calibri,9,0,char,22,9,0,22,783.186,TRUE,4.563,293.09,297.653,49.734,58.734,para,页脚
1231,9,52.869,0,18566.109,ABCDEE+宋体,9,0,char,23,9,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,TRUE,9,170.42,415.99,788.07,797.07,para,页眉
1232,10.56,99.98,1,18603.049,ABCDEE+宋体,10.56,0,char,23,10.56,0,负债项目  ,72.24,TRUE,10.56,84.504,189.98,750.551,761.111,tbl,
1233,10.56,99.98,1,18596.209,ABCDEE+宋体,10.56,0,char,23,10.56,0,本期末余额 ,72.24,TRUE,10.56,189.98,245.93,743.691,767.951,tbl,
1234,10.56,99.98,1,18596.209,ABCDEE+宋体,10.56,0,char,23,10.56,0,上年末或募集说明书的报告期末余额 ,72.24,TRUE,10.56,245.93,346.51,743.691,767.951,tbl,
1235,10.56,99.98,1,18596.209,ABCDEE+宋体,10.56,0,char,23,10.56,0,变动比例（%） ,72.24,TRUE,10.56,346.51,408.43,742.54,767.951,tbl,
1236,10.56,99.98,1,18596.209,ABCDEE+宋体,10.56,0,char,23,10.56,0,变动比例超过30%的，说明原因 ,72.24,TRUE,5.28,408.43,508.18,743.691,767.951,tbl,
1237,10.56,141.38,2,18637.629,ABCDEE+宋体,10.56,0,char,23,10.56,0,短期借款 ,99.98,TRUE,10.56,84.504,189.98,715.971,726.531,tbl,
1238,5.28,141.38,2,18637.629,ABCDEE+宋体,10.56,0,char,23,10.56,0,2.87,99.98,TRUE,5.28,189.98,245.93,715.971,726.531,tbl,
1239,5.28,141.38,2,18637.629,ABCDEE+宋体,10.56,0,char,23,10.56,0,0.28,99.98,TRUE,5.28,245.93,346.51,715.971,726.531,tbl,
1240,5.28,141.38,2,18637.629,ABCDEE+宋体,10.56,0,char,23,10.56,0,902.78,99.98,TRUE,5.28,346.51,408.43,715.971,726.531,tbl,
1241,10.56,141.38,2,18623.949,ABCDEE+宋体,10.56,0,char,23,10.56,0,公司短期流动性需要，使短期借款增加 ,99.98,TRUE,10.56,408.43,508.18,702.411,740.211,tbl,
1242,10.56,155.42,3,18665.349,ABCDEE+宋体,10.56,0,char,23,10.56,0,长期借款 ,141.38,TRUE,10.56,84.504,189.98,688.251,698.811,tbl,
1243,5.28,155.42,3,18665.349,ABCDEE+宋体,10.56,0,char,23,10.56,0,20.03,141.38,TRUE,5.28,189.98,245.93,688.251,698.811,tbl,
1244,5.28,155.42,3,18665.349,ABCDEE+宋体,10.56,0,char,23,10.56,0,17.8,141.38,TRUE,5.28,245.93,346.51,688.251,698.811,tbl,
1245,5.28,155.42,3,18665.349,ABCDEE+宋体,10.56,0,char,23,10.56,0,12.55,141.38,TRUE,5.28,346.51,408.43,688.251,698.811,tbl,
1246,5.28,155.42,3,18665.349,ABCDEE+宋体,10.56,0,char,23,10.56,0,- ,141.38,TRUE,5.28,408.43,508.18,688.251,698.811,tbl,
1247,10.56,183.14,4,18686.229,ABCDEE+宋体,10.56,0,char,23,10.56,0,应付债券 ,155.42,TRUE,10.56,84.504,189.98,667.371,677.931,tbl,
1248,5.28,183.14,4,18686.229,ABCDEE+宋体,10.56,0,char,23,10.56,0,2.73,155.42,TRUE,5.28,189.98,245.93,667.371,677.931,tbl,
1249,5.28,183.14,4,18686.229,ABCDEE+宋体,10.56,0,char,23,10.56,0,0,155.42,TRUE,5.28,245.93,346.51,667.371,677.931,tbl,
1250,5.28,183.14,4,18686.229,ABCDEE+宋体,10.56,0,char,23,10.56,0,- ,155.42,TRUE,5.28,346.51,408.43,667.371,677.931,tbl,
1251,10.56,183.14,4,18679.509,ABCDEE+宋体,10.56,0,char,23,10.56,0,20开远债01发行3亿元 ,155.42,TRUE,5.28,408.43,508.18,660.531,684.651,tbl,
1252,10.56,210.98,5,18713.949,ABCDEE+宋体,10.56,0,char,23,10.56,0,应付账款 ,183.14,TRUE,10.56,84.504,189.98,639.651,650.211,tbl,
1253,5.28,210.98,5,18713.949,ABCDEE+宋体,10.56,0,char,23,10.56,0,0.53,183.14,TRUE,5.28,189.98,245.93,639.651,650.211,tbl,
1254,5.28,210.98,5,18713.949,ABCDEE+宋体,10.56,0,char,23,10.56,0,0.27,183.14,TRUE,5.28,245.93,346.51,639.651,650.211,tbl,
1255,5.28,210.98,5,18713.949,ABCDEE+宋体,10.56,0,char,23,10.56,0,96.3,183.14,TRUE,5.28,346.51,408.43,639.651,650.211,tbl,
1256,10.56,210.98,5,18707.229,ABCDEE+宋体,10.56,0,char,23,10.56,0,工程项目未完工结算 ,183.14,TRUE,10.56,408.43,508.18,632.811,656.931,tbl,
1257,10.56,238.7,6,18741.789,ABCDEE+宋体,10.56,0,char,23,10.56,0,预收款项 ,210.98,TRUE,10.56,84.504,189.98,611.811,622.371,tbl,
1258,5.28,238.7,6,18741.789,ABCDEE+宋体,10.56,0,char,23,10.56,0,0.07,210.98,TRUE,5.28,189.98,245.93,611.811,622.371,tbl,
1259,5.28,238.7,6,18741.789,ABCDEE+宋体,10.56,0,char,23,10.56,0,0.3,210.98,TRUE,5.28,245.93,346.51,611.811,622.371,tbl,
1260,5.28,238.7,6,18741.789,ABCDEE+宋体,10.56,0,char,23,10.56,0,-76.67,210.98,TRUE,5.28,346.51,408.43,611.811,622.371,tbl,
1261,10.56,238.7,6,18734.949,ABCDEE+宋体,10.56,0,char,23,10.56,0,预收工程款与苗木款减少 ,210.98,TRUE,10.56,408.43,508.18,605.091,629.211,tbl,
1262,10.56,266.42,7,18762.669,ABCDEE+宋体,10.56,0,char,23,10.56,0,一年内到期的非流动负债 ,238.7,TRUE,10.56,84.504,189.98,577.371,601.491,tbl,
1263,5.28,266.42,7,18769.509,ABCDEE+宋体,10.56,0,char,23,10.56,0,3.8,238.7,TRUE,5.28,189.98,245.93,584.091,594.651,tbl,
1264,5.28,266.42,7,18769.509,ABCDEE+宋体,10.56,0,char,23,10.56,0,4.26,238.7,TRUE,5.28,245.93,346.51,584.091,594.651,tbl,
1265,5.28,266.42,7,18769.509,ABCDEE+宋体,10.56,0,char,23,10.56,0,-10.8,238.7,TRUE,5.28,346.51,408.43,584.091,594.651,tbl,
1266,5.28,266.42,7,18769.509,ABCDEE+宋体,10.56,0,char,23,10.56,0,- ,238.7,TRUE,5.28,408.43,508.18,584.091,594.651,tbl,
1267,10.56,280.46,8,18790.389,ABCDEE+宋体,10.56,0,char,23,10.56,0,其他应付款 ,266.42,TRUE,10.56,84.504,189.98,563.211,573.771,tbl,
1268,5.28,280.46,8,18790.389,ABCDEE+宋体,10.56,0,char,23,10.56,0,6.47,266.42,TRUE,5.28,189.98,245.93,563.211,573.771,tbl,
1269,5.28,280.46,8,18790.389,ABCDEE+宋体,10.56,0,char,23,10.56,0,8.84,266.42,TRUE,5.28,245.93,346.51,563.211,573.771,tbl,
1270,5.28,280.46,8,18790.389,ABCDEE+宋体,10.56,0,char,23,10.56,0,-26.81,266.42,TRUE,5.28,346.51,408.43,563.211,573.771,tbl,
1271,5.28,280.46,8,18790.389,ABCDEE+宋体,10.56,0,char,23,10.56,0,- ,266.42,TRUE,5.28,408.43,508.18,563.211,573.771,tbl,
1272,10.56,294.65,9,18804.579,ABCDEE+宋体,10.56,0,char,23,10.56,0,长期应付款 ,280.46,TRUE,10.56,84.504,189.98,549.021,559.581,tbl,
1273,5.28,294.65,9,18804.579,ABCDEE+宋体,10.56,0,char,23,10.56,0,3.74,280.46,TRUE,5.28,189.98,245.93,549.021,559.581,tbl,
1274,5.28,294.65,9,18804.579,ABCDEE+宋体,10.56,0,char,23,10.56,0,0.83,280.46,TRUE,5.28,245.93,346.51,549.021,559.581,tbl,
1275,5.28,294.65,9,18804.579,ABCDEE+宋体,10.56,0,char,23,10.56,0,350.6,280.46,TRUE,5.28,346.51,408.43,549.021,559.581,tbl,
1276,10.56,294.65,9,18804.579,ABCDEE+宋体,10.56,0,char,23,10.56,0,融资款增加 ,280.46,TRUE,10.56,408.43,508.18,549.021,559.581,tbl,
1277,10.56,322.37,10,18825.459,ABCDEE+宋体,10.56,0,char,23,10.56,0,应交税费 ,294.65,TRUE,10.56,84.504,189.98,528.141,538.701,tbl,
1278,5.28,322.37,10,18825.459,ABCDEE+宋体,10.56,0,char,23,10.56,0,3.93,294.65,TRUE,5.28,189.98,245.93,528.141,538.701,tbl,
1279,5.28,322.37,10,18825.459,ABCDEE+宋体,10.56,0,char,23,10.56,0,2.41,294.65,TRUE,5.28,245.93,346.51,528.141,538.701,tbl,
1280,5.28,322.37,10,18825.459,ABCDEE+宋体,10.56,0,char,23,10.56,0,63.07,294.65,TRUE,5.28,346.51,408.43,528.141,538.701,tbl,
1281,10.56,322.37,10,18818.619,ABCDEE+宋体,10.56,0,char,23,10.56,0,应付企业所得税及增值税增加 ,294.65,TRUE,10.56,408.43,508.18,521.301,545.541,tbl,
1282,5.85,341.514,11,18853.194,ABCDEE+Cambria,10.56,0,char,23,10.56,0,2.主要负债变动的原因,330.954,TRUE,5.85,89.904,95.754,500.406,510.966,para,标题4
1283,10.56,360.339,12,18872.019,ABCDEE+宋体,10.56,0,char,23,10.56,0,见上表。,349.779,TRUE,10.56,89.904,100.464,480.43,490.99,para,正文
1284,10.56,376.899,13,18888.579,ABCDEE+宋体,10.56,0,char,23,10.56,0,（二） 发行人在报告期末是否存在尚未到期或到期未能全额兑付的境外负债,366.339,TRUE,10.56,89.904,142.46,463.87,475.581,para,标题3
1285,10.56,393.579,14,18905.259,ABCDEE+宋体,10.56,0,char,23,10.56,0,□适用 √不适用,383.019,TRUE,10.56,89.904,100.464,447.19,457.75,para,正文
1286,10.56,435.819,15,18947.499,ABCDEE+宋体,10.56,0,char,23,10.56,0,（二） 有息借款情况,425.259,TRUE,10.56,89.904,142.46,404.95,415.51,para,标题3
1287,5.354,452.379,16,18964.059,ABCDEE+Calibri,10.56,0,char,23,10.56,0,报告期末有息借款总额22.90亿元，上年末有息借款总额18.08亿元，借款总额总比变动,441.819,TRUE,5.354,89.904,400.63,388.39,400.101,para,正文
1288,5.354,467.21,17,18978.89,ABCDEE+Calibri,10.56,0,char,23,10.56,0,26.66%。,456.65,TRUE,5.354,89.904,95.258,374.71,385.27,para,正文
1289,5.354,479.639,18,18991.319,ABCDEE+Calibri,10.56,0,char,23,10.56,0,报告期末有息借款总额同比变动超过30%，或报告期内存在逾期未偿还有息借款且且借款,469.079,TRUE,5.354,89.904,270.244,361.13,372.841,para,正文
1290,5.354,493.319,19,19004.999,ABCDEE+Calibri,10.56,0,char,23,10.56,0,金额达到1000万元的,482.759,TRUE,5.354,89.904,169.1,347.45,359.161,para,正文
1291,10.56,512.879,20,19024.559,ABCDEE+宋体,10.56,0,char,23,10.56,0,□适用 √不适用,502.319,TRUE,10.56,89.904,100.464,327.89,338.45,para,正文
1292,5.354,561.119,21,19072.799,"ABCDEE+Calibri,Bold",10.56,0,char,23,10.56,0,（三） 报告期内新增逾期有息债务且单笔债务金额超过1000万元的,550.559,TRUE,5.354,89.904,390.43,279.65,291.361,para,标题3
1293,10.56,580.799,22,19092.479,ABCDEE+宋体,10.56,0,char,23,10.56,0,□适用 √不适用,570.239,TRUE,10.56,89.904,100.464,261.121,271.681,para,正文
1294,10.56,600.359,23,19112.039,ABCDEE+宋体,10.56,0,char,23,10.56,0,（四） 上个报告期内逾期有息债务的进展情况,589.799,TRUE,10.56,89.904,142.46,240.41,250.97,para,标题3
1295,10.56,617.039,24,19128.719,ABCDEE+宋体,10.56,0,char,23,10.56,0,不适用,606.479,TRUE,10.56,89.904,100.464,223.73,234.29,para,正文
1296,10.56,646.439,25,19158.119,ABCDEE+宋体,10.56,0,char,23,10.56,0,（五） 可对抗第三人的优先偿付负债情况,635.879,TRUE,10.56,89.904,142.46,194.33,204.89,para,标题3
1297,10.56,666.149,26,19177.829,ABCDEE+宋体,10.56,0,char,23,10.56,0,截至报告期末，可对抗第三人的优先偿付负债情况：,655.589,TRUE,10.56,89.904,100.464,174.62,185.18,para,正文
1298,10.56,685.709,27,19197.389,ABCDEE+宋体,10.56,0,char,23,10.56,0,无,675.149,TRUE,10.56,89.904,100.464,155.06,165.62,para,正文
1299,10.56,715.109,28,19226.789,ABCDEE+宋体,10.56,0,char,23,10.56,0,（六）后续融资计划及安排,704.549,TRUE,10.56,89.904,100.464,125.66,136.22,para,标题3
1300,5.28,734.789,29,19246.469,ABCDEE+宋体,10.56,0,char,23,10.56,0,1.后续债务融资计划及安排,724.229,TRUE,5.28,89.904,95.184,107.131,117.691,para,标题4
1301,10.56,754.345,30,19266.025,ABCDEE+宋体,10.56,0,char,23,10.56,0,未来一年内营运资金、偿债资金的总体需求情况，大额有息负债到期或回售情况及相应的,743.785,TRUE,10.56,89.904,100.464,87.575,98.135,para,正文
1302,10.56,768.025,31,19279.705,ABCDEE+宋体,10.56,0,char,23,10.56,0,融资计划：,757.465,TRUE,10.56,89.904,100.464,72.744,83.304,para,正文
1303,4.563,792.186,32,19305.426,ABCDEE+Calibri,9,0,char,23,9,0,23,783.186,TRUE,4.563,293.09,297.653,49.734,58.734,para,页脚
1304,9,52.869,0,19408.029,ABCDEE+宋体,9,0,char,24,9,0,开远市兴远开发投资集团有限公司公司债券年度报告（2020年）,43.869,TRUE,9,170.42,415.99,788.07,797.07,para,页眉
1305,5.354,84.049,1,19437.649,ABCDEE+Calibri,10.56,0,char,24,10.56,0,公司将根据2021年的整体业务发展安排当年的融资资金，并根据2021年的融资环境，积,73.489,TRUE,5.354,89.904,432.19,756.72,768.431,para,正文
1306,5.354,97.629,2,19451.229,ABCDEE+Calibri,10.56,0,char,24,10.56,0,极探索新的融资渠道，不断优化债务结构，维持2021年的资金平衡。,87.069,TRUE,5.354,89.904,347.71,743.14,754.851,para,正文
