,adv,bottom,cod,cont_num,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1
1322,1.000,115.1353846153846153846153846,1,,27031.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,诉讼金额 ,58.58727272727272727272727273,tbl,True,12.000,425.2457142857142857142857143,490.8814285714285714285714286,742.940,754.940
1323,1.000,115.1353846153846153846153846,1,,27031.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,进展 ,58.58727272727272727272727273,tbl,True,12.000,490.8814285714285714285714286,541.8230769230769230769230769,742.940,754.940
1324,1.000,115.1353846153846153846153846,2,,27045.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,人 ,86.880,tbl,True,12.000,267.720,299.400,728.960,740.960
1325,1.000,115.1353846153846153846153846,2,,27045.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,类型 ,86.880,tbl,True,12.000,390.120,419.880,728.960,740.960
1326,1.000,284.340,3,,27074.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,（2019）京 02 民初字 35 号、(2019)京民辖终123号、（2020）晋07民初94号 ,115.1353846153846153846153846,tbl,True,6.000,41.62153846153846153846153846,140.0657142857142857142857143,559.940,711.920
1327,1.000,284.340,3,,27088.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,鄂尔多斯市金驼药业有限责任公司 ,115.1353846153846153846153846,tbl,True,12.000,140.0657142857142857142857143,189.6814285714285714285714286,573.920,697.940
1328,1.000,284.340,3,,27116.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,永泰集团有限公司、王广西 ,115.1353846153846153846153846,tbl,True,12.000,189.6814285714285714285714286,262.2814285714285714285714286,601.940,669.920
1329,1.000,284.340,3,,27130.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,万和证券 ,115.1353846153846153846153846,tbl,True,12.000,262.2814285714285714285714286,304.7657142857142857142857143,615.920,655.940
1330,1.000,284.340,3,,27130.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,2019年1月4日 ,115.1353846153846153846153846,tbl,True,6.000,304.7657142857142857142857143,384.6814285714285714285714286,615.920,655.940
1331,1.000,284.340,3,,27130.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,合同纠纷 ,115.1353846153846153846153846,tbl,True,12.000,384.6814285714285714285714286,425.2457142857142857142857143,615.920,655.940
1332,1.000,284.340,3,,27102.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,"5,000万元本金及利息、违约金 ",115.1353846153846153846153846,tbl,True,6.000,425.2457142857142857142857143,490.8814285714285714285714286,587.960,683.960
1333,1.000,284.340,3,,27102.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,二审驳回上诉，维持原判 ,115.1353846153846153846153846,tbl,True,12.000,490.8814285714285714285714286,541.8230769230769230769230769,587.960,683.960
1334,1.000,481.380,4,,27313.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,（2020）浙01民初1521号 ,284.340,tbl,True,6.000,41.62153846153846153846153846,140.0657142857142857142857143,432.920,472.940
1335,1.000,481.380,4,,27285.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,中建投信托股份有限公司 ,284.340,tbl,True,12.000,140.0657142857142857142857143,189.6814285714285714285714286,404.960,500.960
1336,1.000,481.380,4,,27243.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,科瑞天诚投资控股有限公司、宁波科瑞金鼎投资合伙企业（有限合伙）、吴旭 ,284.340,tbl,True,12.000,189.6814285714285714285714286,262.2814285714285714285714286,362.960,542.960
1337,1.000,481.380,4,,27313.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,万和证券 ,284.340,tbl,True,12.000,262.2814285714285714285714286,304.7657142857142857142857143,432.920,472.940
1338,1.000,481.380,4,,27313.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,2020年6月30日 ,284.340,tbl,True,6.000,304.7657142857142857142857143,384.6814285714285714285714286,432.920,472.940
1339,1.000,481.380,4,,27313.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,合同纠纷 ,284.340,tbl,True,12.000,384.6814285714285714285714286,425.2457142857142857142857143,432.920,472.940
1340,1.000,481.380,4,,27285.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,"30,000万元本金及利息、违约金 ",284.340,tbl,True,6.000,425.2457142857142857142857143,490.8814285714285714285714286,404.960,500.960
1341,1.000,481.380,4,,27285.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,二审已立案待开庭阶段 ,284.340,tbl,True,12.000,490.8814285714285714285714286,541.8230769230769230769230769,404.960,500.960
1342,0.500,522.060,5,3,27454.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,1、万和证券受鄂尔多斯市金驼药业有限责任公司的委托，成立了“万和证券臻和7号定向,510.060,para,True,6.000,71.820,521.820,319.940,331.940
1343,1.000,550.080,6,0,27482.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,资产管理计划”。该资管计划产品类型为被动管理型定向资产管理计划，投资标的主要为固定收,538.080,para,True,12.000,42.540,54.540,291.920,303.920
1344,0.500,578.040,7,0,27510.040,HIMFLA+FangSong,12.000,0,char,33,12.000,0,益类品种、货币市场工具及金融产品。资管计划持有被告永泰集团发行的 18永泰集团SCP001,566.040,para,True,6.000,42.540,504.540,263.960,275.960
1345,0.500,606.060,8,0,27538.060,HIMFLA+FangSong,12.000,0,char,33,12.000,0,"超短期融资券 50万张，票面总额为人民币5,000万元。因被告未按时兑付，构成违约。原告作",594.060,para,True,6.000,42.540,315.540,235.940,247.940
1346,1.000,634.080,9,0,27566.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,为资管计划委托人要求被告永泰集团支付相关款项，王广西作为担保人承担连带支付责任。,622.080,para,True,12.000,42.540,54.540,207.920,219.920
1347,0.500,676.080,10,0,27608.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,2020年12月30日山西省晋中市中级人民法院一审判决如下：,664.080,para,True,6.000,71.820,170.820,165.920,177.920
1348,1.000,718.080,11,4,27650.080,HIMFLA+FangSong,12.000,0,char,33,12.000,0,（1）被吿永泰集团有限公司、被告王广西于本判决生效后十日内连带向原告鄂尔多斯市金,706.080,para,True,12.000,71.820,83.820,123.920,135.920
1349,0.500,746.100,12,0,27678.100,HIMFLA+FangSong,12.000,0,char,33,12.000,0,"驼药业有限责任公司支付“18永泰集团SCP001”超短期融资券本金人民币5,000万元；",734.100,para,True,6.000,42.540,480.540,95.900,107.900
1350,,100.860,13,,,,,,,,,,,72.840,tbl,,,46.980,134.700,,
1351,,100.860,13,,,,,,,,,,,72.840,tbl,,,145.500,184.320,,
1352,,100.860,13,,,,,,,,,,,72.840,tbl,,,195.120,256.920,,
1353,,100.860,13,,,,,,,,,,,72.840,tbl,,,310.200,379.320,,
1354,,100.860,13,,,,,,,,,,,72.840,tbl,,,430.680,485.520,,
1355,,100.860,13,,,,,,,,,,,72.840,tbl,,,496.320,536.460,,
1356,1.000,84.060,0,4,27858.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,（2）被告永泰集团有限公司、被告王广西于本判决生效后十日内连带向原告鄂尔多斯市金,72.060,para,True,12.000,71.820,83.820,757.940,769.940
1357,0.500,112.080,1,0,27886.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,驼药业有限责任公司支付“18永泰集团SCP001”超短期融资券自2018年3月15日截止至2018,100.080,para,True,6.000,42.540,525.540,729.920,741.920
1358,0.500,140.040,2,0,27914.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,"年12月10日利息人民币2,773,972.60元（以本金5000万元为基数，按年利率7.5%标准，计",128.040,para,True,6.000,42.540,471.540,701.960,713.960
1359,0.500,168.060,3,0,27942.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,算270天）；,156.060,para,True,6.000,42.540,90.540,673.940,685.940
1360,1.000,210.060,4,4,27984.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,（3）被告永泰集团有限公司、王广西于本判决生效后十日内连带向原告鄂尔多斯市金驼药,198.060,para,True,12.000,71.820,83.820,631.940,643.940
1361,0.500,238.080,5,0,28012.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,"业有限责任公司支付违约金（第一部分以本金5,000万元为基数，按日利率万分之二点一标准,",226.080,para,True,6.000,42.540,330.540,603.920,615.920
1362,0.500,266.040,6,0,28040.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,"自2018年12月11日起计算至实际清偿之日止；第二部分以2,773,972.60元利息为基数，按日",254.040,para,True,6.000,42.540,450.540,575.960,587.960
1363,0.500,294.060,7,0,28068.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,利率万分之二点一标准，自2018年12月11日起计算至实际清偿之日止）；,282.060,para,True,6.000,42.540,288.540,547.940,559.940
1364,1.000,336.060,8,4,28110.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,（4）原告鄂尔多斯市金驼药业有限责任公司于本判决生效后十日内交回被告永泰集团有限,324.060,para,True,12.000,71.820,83.820,505.940,517.940
1365,0.500,364.080,9,0,28138.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,公司案涉“2018年度第一期超短期融资券”（18永泰集团SCP001）50万张，被告永泰集团有限,352.080,para,True,6.000,42.540,426.540,477.920,489.920
1366,1.000,392.100,10,0,28166.100,HIMFLA+FangSong,12.000,0,char,34,12.000,,公司依据生效判决申请债券登记结算机构注销；,380.100,para,True,12.000,42.540,54.540,449.900,461.900
1367,1.000,434.100,11,4,28208.100,HIMFLA+FangSong,12.000,0,char,34,12.000,,（5）驳回原告鄂尔多斯市金驼药业有限责任公司的其他诉讼请求。,422.100,para,True,12.000,71.820,83.820,407.900,419.900
1368,0.500,476.040,12,0,28250.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,被告永泰集团有限公司提起上诉，2021年6月11日，山西省高级人民法院作出二审判决，,464.040,para,True,6.000,71.820,354.638,365.960,377.960
1369,1.000,504.060,13,0,28278.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,驳回上诉，维持原判。,492.060,para,True,12.000,42.540,54.540,337.940,349.940
1370,1.000,546.060,14,0,28320.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,本案所涉资管计划为被动管理型定向产品，万和证券作为资管计划管理人以第三人身份参,534.060,para,True,12.000,71.820,83.820,295.940,307.940
1371,1.000,574.080,15,0,28348.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,与诉讼，未被要求承担相关责任。,562.080,para,True,12.000,42.540,54.540,267.920,279.920
1372,0.500,616.080,16,3,28390.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,2、万和证券管理的资管产品“万和证券富滇建投1号定向资产管理计划”投向上海莱士股,604.080,para,True,6.000,71.820,353.820,225.920,237.920
1373,1.000,644.040,17,0,28418.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,票质押回购项目，该资管计划委托人为中建投信托股份有限公司（以下简称“中建投信托”），,632.040,para,True,12.000,42.540,54.540,197.960,209.960
1374,0.500,672.060,18,0,28446.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,融资人为科瑞天诚投资控股有限公司（以下简称“科瑞天诚”），融资金额共计3亿元，约定购,660.060,para,True,6.000,42.540,486.540,169.940,181.940
1375,0.500,700.080,19,0,28474.080,HIMFLA+FangSong,12.000,0,char,34,12.000,,回日期为2018年11月2日。被告科瑞天诚未按合同约定履行购回义务，构成违约。原告中建投,688.080,para,True,6.000,42.540,186.540,141.920,153.920
1376,1.000,728.040,20,0,28502.040,HIMFLA+FangSong,12.000,0,char,34,12.000,,信托向杭州市中级人民法院起诉，列科瑞天诚、宁波科瑞金鼎投资合伙企业（有限合伙）、吴旭,716.040,para,True,12.000,42.540,54.540,113.960,125.960
1377,0.500,756.060,21,0,28530.060,HIMFLA+FangSong,12.000,0,char,34,12.000,,为被告，列万和证券为第三人，要求科瑞天诚偿还融资本金3亿元及相应利息、违约金等。,744.060,para,True,6.000,42.540,378.540,85.940,97.940
1378,0.500,84.060,0,0,28700.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,浙江省杭州市中级人民法院于2021年5月13日作出如下判决：,72.060,para,True,6.000,71.820,323.820,757.940,769.940
1379,1.000,126.060,1,4,28742.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,（1）被告科瑞天诚投资控股有限公司于判决生效之日起十日内向原告返还融资本金人民币,114.060,para,True,12.000,71.820,83.820,715.940,727.940
1380,0.500,154.080,2,0,28770.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,"3亿元，支付融资利息人民币47,449,534.25元（利息暂计算至2020年6月30日，2020年7月",142.080,para,True,6.000,42.540,546.540,687.920,699.920
1381,0.500,182.040,3,5,28798.040,HIMFLA+FangSong,12.000,0,char,35,12.000,,1日起至实际清偿之日止的利息以人民币3亿元中的未还部分为基数按照年利率10.5%另行计,170.040,para,True,6.000,42.540,468.540,659.960,671.960
1382,1.000,210.060,4,0,28826.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,付）；,198.060,para,True,12.000,42.540,54.540,631.940,643.940
1383,1.000,252.060,5,4,28868.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,（2）被告科瑞天诚投资控股有限公司于判决生效之日起十日内向原告支付违约金人民币,240.060,para,True,12.000,71.820,83.820,589.940,601.940
1384,0.500,280.080,6,0,28896.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,"39,846,575.34元（违约金暂计算至2020年6月30日, 2020年7月1日起至实际清偿之日止的",268.080,para,True,6.000,42.540,426.540,561.920,573.920
1385,0.500,308.100,7,0,28924.100,HIMFLA+FangSong,12.000,0,char,35,12.000,,违约金以上述第一项中的本金人民币3亿元中的未还部分为基数按照年利率8%另行计付）；,296.100,para,True,6.000,42.540,447.540,533.900,545.900
1386,1.000,350.040,8,4,28966.040,HIMFLA+FangSong,12.000,0,char,35,12.000,,（3）被告科瑞天诚投资控股有限公司于判决生效之日起十日内向原告支付律师费人民币,338.040,para,True,12.000,71.820,83.820,491.960,503.960
1387,0.500,378.060,9,0,28994.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,"12万元及财产保全保险费人民币336,960元；",366.060,para,True,6.000,42.540,273.540,463.940,475.940
1388,0.500,420.060,10,4,29036.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,（4）对上述第1、2、3项被告科瑞天诚投资控股有限公司所负债务，原告有权就被告科瑞,408.060,para,True,6.000,71.820,209.820,421.940,433.940
1389,1.000,448.080,11,0,29064.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,"天诚投资控股有限公司提供质押的上海莱士（证券代码：002252.SZ）2,535.5万股无限售流通",436.080,para,True,12.000,42.540,465.540,393.920,405.920
1390,1.000,476.040,12,0,29092.040,HIMFLA+FangSong,12.000,0,char,35,12.000,,股股票以及被告宁波科瑞金鼎投资合伙企业（有限合伙）提供质押的上海莱士（证券代码：,464.040,para,True,12.000,42.540,54.540,365.960,377.960
1391,0.500,504.060,13,0,29120.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,002252.SZ）500万股无限售流通股股票以折价或者拍卖、变卖所得价款优先受偿；,492.060,para,True,6.000,42.540,141.540,337.940,349.940
1392,1.000,546.060,14,0,29162.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,被告宁波科瑞金鼎投资合伙企业（有限合伙）在实际承担质押担保责任后，有权向被告科,534.060,para,True,12.000,71.820,83.820,295.940,307.940
1393,1.000,574.080,15,0,29190.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,瑞天诚投资控股有限公司进行追偿。,562.080,para,True,12.000,42.540,54.540,267.920,279.920
1394,1.000,616.080,16,4,29232.080,HIMFLA+FangSong,12.000,0,char,35,12.000,,（5）对上述第（1）、（2）、（3）项被告科瑞天诚投资控股有限公司所负债务，被告吴,604.080,para,True,12.000,71.820,83.820,225.920,237.920
1395,1.000,644.040,17,0,29260.040,HIMFLA+FangSong,12.000,0,char,35,12.000,,"旭承担连带清偿责任；被告吴旭在实际承担清偿责任后,有权向被告科瑞天诚投资控股有限公司",632.040,para,True,12.000,42.540,54.540,197.960,209.960
1396,1.000,672.060,18,0,29288.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,进行追偿；,660.060,para,True,12.000,42.540,54.540,169.940,181.940
1397,1.000,714.060,19,4,29330.060,HIMFLA+FangSong,12.000,0,char,35,12.000,,（6）驳回原告其他诉讼请求。,702.060,para,True,12.000,71.820,83.820,127.940,139.940
1398,1.000,84.060,0,0,29542.060,HIMFLA+FangSong,12.000,0,char,36,12.000,,目前案件处于二审已立案待开庭阶段。万和证券作为资产管理计划管理人以第三人身份参,72.060,para,True,12.000,71.820,83.820,757.940,769.940
1399,1.000,112.080,1,0,29570.080,HIMFLA+FangSong,12.000,0,char,36,12.000,,与诉讼，未被要求承担相关责任。,100.080,para,True,12.000,42.540,54.540,729.920,741.920
1400,1.000,151.980,2,2,29609.980,HIMIJC+SimHei,12.000,0,char,36,12.000,,十一、信息披露事务管理制度变更情况,139.980,para,True,12.000,42.540,54.540,690.020,702.020
1401,1.000,179.730,3,0,29639.230,HIMFLA+FangSong,10.500,0,char,36,10.500,,报告期内，本公司信息披露事务管理制度未发生变更。,169.230,para,True,10.500,63.540,74.040,662.270,672.770
1402,1.000,82.522,0,1,30378.502,HIMGAO+SimSun,16.020,0,char,37,16.020,0,第四节 创新债券特别事项,66.502,para,True,16.020,202.200,218.220,759.478,775.498
1403,1.000,109.980,1,2,30409.980,HIMIJC+SimHei,12.000,0,char,37,12.000,0,一、发行人为可交换债券发行人,97.980,para,True,12.000,42.540,54.540,732.020,744.020
1404,1.000,137.730,2,,30439.230,HIMFLA+FangSong,10.500,0,char,37,10.500,0,□适用 不适用,127.230,check,True,10.500,42.540,53.040,703.535,714.035
1405,1.000,165.960,3,2,30465.960,HIMIJC+SimHei,12.000,0,char,37,12.000,0,二、发行人为绿色公司债券发行人,153.960,para,True,12.000,42.540,54.540,676.040,688.040
1406,1.000,193.770,4,,30495.270,HIMFLA+FangSong,10.500,0,char,37,10.500,0,□适用 不适用,183.270,check,True,10.500,42.540,53.040,647.495,657.995
1407,1.000,221.940,5,2,30521.940,HIMIJC+SimHei,12.000,0,char,37,12.000,0,三、发行人为可续期公司债券发行人,209.940,para,True,12.000,42.540,54.540,620.060,632.060
1408,1.000,249.750,6,,30551.250,HIMFLA+FangSong,10.500,0,char,37,10.500,0,□适用 不适用,239.250,check,True,10.500,42.540,53.040,591.515,602.015
1409,1.000,277.980,7,2,30577.980,HIMIJC+SimHei,12.000,0,char,37,12.000,0,四、发行人为扶贫公司债券发行人,265.980,para,True,12.000,42.540,54.540,564.020,576.020
1410,1.000,305.730,8,,30607.230,HIMFLA+FangSong,10.500,0,char,37,10.500,0,□适用 不适用,295.230,check,True,10.500,42.540,53.040,535.535,546.035
1411,1.000,333.960,9,2,30633.960,HIMIJC+SimHei,12.000,0,char,37,12.000,0,五、发行人为一带一路公司债券发行人,321.960,para,True,12.000,42.540,54.540,508.040,520.040
1412,1.000,361.770,10,,30663.270,HIMFLA+FangSong,10.500,0,char,37,10.500,0,□适用 不适用,351.270,check,True,10.500,42.540,53.040,479.495,489.995
1413,1.000,82.522,0,1,31220.502,HIMGAO+SimSun,16.020,0,char,38,16.020,0,第五节 向普通投资者披露的信息,66.502,para,True,16.020,178.140,194.160,759.478,775.498
1414,1.000,109.770,1,,31253.270,HIMFLA+FangSong,10.500,0,char,38,10.500,0,□适用 不适用,99.270,check,True,10.500,42.540,53.040,731.495,741.995
1415,1.000,82.522,0,1,32062.502,HIMGAO+SimSun,16.020,0,char,39,16.020,0,第六节 财务报告,66.502,para,True,16.020,234.300,250.320,759.478,775.498
1416,1.000,141.120,1,,32125.030,HIMFLA+FangSong,10.500,0,char,39,10.500,0,是否模拟报表 ,127.560,tbl,True,10.500,42.705,169.950,702.470,712.970
1417,1.000,148.440,1,,32125.030,HIMFLA+FangSong,10.500,0,char,39,10.500,0,否 ,120.270,tbl,True,10.500,169.950,297.810,702.470,712.970
1418,1.000,141.120,1,,32125.030,HIMFLA+FangSong,10.500,0,char,39,10.500,0,模拟期 ,127.560,tbl,True,10.500,297.810,423.17625,702.470,712.970
1419,0.274,148.440,1,,32125.265,HIMGDA+DengXian,10.500,0,char,39,10.500,0, ,120.270,tbl,True,2.877,423.17625,552.720,702.235,712.735
1420,1.000,169.380,2,,32153.290,HIMFLA+FangSong,10.500,0,char,39,10.500,0,是否已对外披露 ,155.760,tbl,True,10.500,42.705,169.950,674.210,684.710
1421,1.000,176.700,2,,32153.290,HIMFLA+FangSong,10.500,0,char,39,10.500,0,否 ,148.440,tbl,True,10.500,169.950,297.810,674.210,684.710
1422,1.000,169.380,2,,32153.290,HIMFLA+FangSong,10.500,0,char,39,10.500,0,已披露报告期 ,155.760,tbl,True,10.500,297.810,423.17625,674.210,684.710
1423,0.274,176.700,2,,32153.525,HIMGDA+DengXian,10.500,0,char,39,10.500,0, ,148.440,tbl,True,2.877,423.17625,552.720,673.975,684.475
1424,1.000,197.640,3,,32181.550,HIMFLA+FangSong,10.500,0,char,39,10.500,0,是否经审计 ,184.020,tbl,True,10.500,42.705,169.950,645.950,656.450
1425,1.000,204.936,3,,32181.550,HIMFLA+FangSong,10.500,0,char,39,10.500,0,否 ,176.700,tbl,True,10.500,169.950,297.810,645.950,656.450
1426,1.000,197.640,3,,32181.550,HIMFLA+FangSong,10.500,0,char,39,10.500,0,已审计报告期 ,184.020,tbl,True,10.500,297.810,423.17625,645.950,656.450
1427,0.274,204.936,3,,32181.785,HIMGDA+DengXian,10.500,0,char,39,10.500,0, ,176.700,tbl,True,2.877,423.17625,552.720,645.715,656.215
1428,1.000,238.740,4,2,32222.740,HIMIJC+SimHei,12.000,0,char,39,12.000,0,一、财务报表,226.740,para,True,12.000,42.540,54.540,603.260,615.260
1429,1.000,263.970,5,3,32249.470,HIMFLA+FangSong,10.500,0,char,39,10.500,0,（一） 合并资产负债表,253.470,para,True,10.500,42.540,53.040,578.030,588.530
1430,1.000,311.969,6,0,32297.469,HIMFLA+FangSong,10.500,0,char,39,10.500,0,单位：元,301.469,para,True,10.500,504.600,515.100,530.031,540.531
1431,1.000,337.140,7,,32321.050,HIMFLA+FangSong,10.500,0,char,39,10.500,0,项目 ,323.520,tbl,True,10.500,42.705,292.3764705882352941176470588,506.450,516.950
1432,1.000,337.140,7,,32321.050,HIMFLA+FangSong,10.500,0,char,39,10.500,0,2021年06月30日 ,323.520,tbl,True,5.250,292.3764705882352941176470588,423.17625,506.450,516.950
1433,0.500,335.550,7,0,32321.050,HIMFLA+FangSong,10.500,0,char,39,10.500,0,2020年12月31日,325.050,para,True,5.250,444.360,531.000,506.450,516.950
1434,1.000,365.550,8,,32349.310,HIMFLA+FangSong,10.500,0,char,39,10.500,0,流动资产： ,351.630,tbl,True,10.500,42.705,292.3764705882352941176470588,478.190,488.690
1435,0.274,365.550,8,,32349.545,HIMGDA+DengXian,10.500,0,char,39,10.500,0, ,351.630,tbl,True,2.877,292.3764705882352941176470588,423.17625,477.955,488.455
1436,1.000,393.660,9,,32377.570,HIMFLA+FangSong,10.500,0,char,39,10.500,0,货币资金 ,380.040,tbl,True,10.500,42.705,292.3764705882352941176470588,449.930,460.430
1437,0.500,400.980,9,,32378.368,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"8,352,911,098.22 ",372.696,tbl,True,5.250,292.3764705882352941176470588,423.17625,449.132,459.632
1438,0.500,392.868,9,4,32378.368,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"6,843,451,064.12",382.368,para,True,5.250,478.722,483.972,449.132,459.632
1439,1.000,421.920,10,,32405.830,HIMFLA+FangSong,10.500,0,char,39,10.500,0,结算备付金 ,408.300,tbl,True,10.500,42.705,292.3764705882352941176470588,421.670,432.170
1440,0.500,429.195,10,,32406.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"734,221,378.43 ",400.980,tbl,True,5.250,292.3764705882352941176470588,423.17625,420.872,431.372
1441,0.500,421.128,10,0,32406.628,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"717,312,064.58",410.628,para,True,5.250,486.645,491.895,420.872,431.372
1442,1.000,450.120,11,,32434.030,HIMFLA+FangSong,10.500,0,char,39,10.500,0,融出资金 ,436.560,tbl,True,10.500,42.705,292.3764705882352941176470588,393.470,403.970
1443,0.500,457.440,11,,32434.828,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"2,308,702,087.72 ",429.195,tbl,True,5.250,292.3764705882352941176470588,423.17625,392.672,403.172
1444,0.500,449.328,11,4,32434.828,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"1,855,728,137.2",438.828,para,True,5.250,484.001,489.251,392.672,403.172
1445,1.000,478.380,12,,32462.290,HIMFLA+FangSong,10.500,0,char,39,10.500,0,拆出资金 ,464.760,tbl,True,10.500,42.705,292.3764705882352941176470588,365.210,375.710
1446,1.000,506.640,13,,32490.550,HIMFLA+FangSong,10.500,0,char,39,10.500,0,交易性金融资产 ,493.020,tbl,True,10.500,42.705,292.3764705882352941176470588,336.950,347.450
1447,0.500,513.960,13,,32491.348,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"19,807,628,114.99 ",485.700,tbl,True,5.250,292.3764705882352941176470588,423.17625,336.152,346.652
1448,0.500,505.848,13,4,32491.348,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"11,829,701,246.05",495.348,para,True,5.250,473.871,479.121,336.152,346.652
1449,1.000,534.900,14,,32518.810,HIMFLA+FangSong,10.500,0,char,39,10.500,0,以公允价值计量且其变动计入当期损益的金融资产 ,521.280,tbl,True,10.500,42.705,292.3764705882352941176470588,308.690,319.190
1450,0.250,534.108,14,4,32519.608,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"49,440,401.7",523.608,para,True,2.625,422.100,502.350,307.892,318.392
1451,1.000,563.160,15,,32547.070,HIMFLA+FangSong,10.500,0,char,39,10.500,0,衍生金融资产 ,549.540,tbl,True,10.500,42.705,292.3764705882352941176470588,280.430,290.930
1452,1.000,591.420,16,,32575.330,HIMFLA+FangSong,10.500,0,char,39,10.500,0,应收票据 ,577.800,tbl,True,10.500,42.705,292.3764705882352941176470588,252.170,262.670
1453,0.500,598.695,16,,32576.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"86,117,321.43 ",570.480,tbl,True,5.250,292.3764705882352941176470588,423.17625,251.372,261.872
1454,0.500,590.628,16,4,32576.128,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"24,241,130.99",580.128,para,True,5.250,491.876,497.126,251.372,261.872
1455,1.000,619.620,17,,32603.530,HIMFLA+FangSong,10.500,0,char,39,10.500,0,应收账款 ,606.060,tbl,True,10.500,42.705,292.3764705882352941176470588,223.970,234.470
1456,0.500,626.940,17,,32604.328,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"2,851,631,477.93 ",598.695,tbl,True,5.250,292.3764705882352941176470588,423.17625,223.172,233.672
1457,0.500,618.828,17,4,32604.328,HIMIKE+TimesNewRomanPSMT,10.500,0,char,39,10.500,0,"1,221,798,396.06",608.328,para,True,5.250,478.729,483.979,223.172,233.672
1458,1.000,647.880,18,,32631.790,HIMFLA+FangSong,10.500,0,char,39,10.500,0,应收款项融资 ,634.260,tbl,True,10.500,42.705,292.3764705882352941176470588,195.710,206.210
1459,1.000,676.140,19,,32660.050,HIMFLA+FangSong,10.500,0,char,39,10.500,0,预付款项 ,662.520,tbl,True,10.500,42.705,292.3764705882352941176470588,167.450,177.950
