,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,type,upright,width,x0,x1,y0,y1,continue
299,0.5,718.56,34,4916.623,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,4.18,702.419625,tbl,TRUE,5.25,348.2418182,436.7422576,124.397,134.897,
300,0.333,718.56,34,4916.623,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,-37.32,702.419625,tbl,TRUE,3.497,436.7422576,510.6679412,124.397,134.897,
301,1,734.639625,35,4931.202,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,贷款偿还率（%） ,718.56,tbl,TRUE,10.5,84.59205882,259.8022576,108.317,118.817,
302,0.5,734.639625,35,4932.703,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,100,718.56,tbl,TRUE,5.25,259.8022576,348.2418182,108.317,118.817,
303,0.5,734.639625,35,4932.703,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,100,718.56,tbl,TRUE,5.25,348.2418182,436.7422576,108.317,118.817,
304,0.5,734.639625,35,4932.703,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,0,718.56,tbl,TRUE,5.25,436.7422576,510.6679412,108.317,118.817,
305,1,751.1675,36,4947.282,ZWIVFZ+FangSong,10.5,[0],char,6,10.5,,利息偿付率（%） ,734.639625,tbl,TRUE,10.5,84.59205882,259.8022576,92.236,102.736,
306,0.5,751.1675,36,4948.784,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,100,734.639625,tbl,TRUE,5.25,259.8022576,348.2418182,92.236,102.736,
307,0.5,751.1675,36,4948.784,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,100,734.639625,tbl,TRUE,5.25,348.2418182,436.7422576,92.236,102.736,
308,0.5,751.1675,36,4948.784,TimesNewRomanPSMT,10.5,[0],char,6,10.5,,0,734.639625,tbl,TRUE,5.25,436.7422576,510.6679412,92.236,102.736,
309,0.25,85.803,0,5128.323,TimesNewRomanPSMT,9,[0],char,7,9,,12019,76.803,para,TRUE,2.25,114.12,431.376,756.117,765.117,0
310,1,100.113,1,5142.633,ZWIVFZ+FangSong,9,[0],char,7,9,,、财务指标计算公式如下：,91.113,para,TRUE,9,118.629,127.629,741.807,750.807,0
311,0.25,101.4,2,5143.92,TimesNewRomanPSMT,9,[0],char,7,9,,2,92.4,para,TRUE,2.25,114.129,228.879,740.52,749.52,0
328,1,286.693,19,5324.233,ZWIVFZ+FangSong,13.98,[0],char,7,13.98,[0],四、发行人募集资金使用及专项账户运作情况,272.713,para,TRUE,13.98,90,103.98,555.227,569.207,0
329,1,332.628,20,5372.148,ZWIVFZ+FangSong,12,[0],char,7,12,[0],（一）募集资金使用情况,320.628,para,TRUE,12,90,102,507.324,519.324,0
330,0.5,363.828,21,5403.348,TimesNewRomanPSMT,12,[0],char,7,12,,2018年7月，发行人完成发行18宁资01公司债券，期限为3年期，规模,351.828,para,TRUE,6,114,453,476.376,490.092,1
331,0.5,387.228,22,5426.748,TimesNewRomanPSMT,12,[0],char,7,12,,为5亿元。,375.228,para,TRUE,6,90,126,452.976,466.692,0
332,0.5,418.428,23,5457.948,TimesNewRomanPSMT,12,[0],char,7,12,,截至2020年末，发行人募集资金已全部使用完毕，经核查，发行人公司债,406.428,para,TRUE,6,114,180,421.776,435.492,1
333,1,441.828,24,5481.348,ZWIVFZ+FangSong,12,[0],char,7,12,,券募集资金实际用途与约定用途一致。,429.828,para,TRUE,12,90,102,398.376,410.376,0
334,1,473.028,25,5512.548,ZWIVFZ+FangSong,12,[0],char,7,12,[0],（二）募集资金专项账户情况,461.028,para,TRUE,12,90,102,366.924,378.924,0
335,0.5,504.228,26,5543.748,TimesNewRomanPSMT,12,[0],char,7,12,,18宁资01于2018年7月9日完成发行，发行人、受托管理人与监管银行,492.228,para,TRUE,6,114,273,335.976,349.692,1
336,1,527.628,27,5567.148,ZWIVFZ+FangSong,12,[0],char,7,12,,签订账户及资金三方监管协议。发行人开立募集资金专项账户，用于债券募集资,515.628,para,TRUE,12,90,102,314.292,326.292,1
337,1,551.028,28,5590.548,ZWIVFZ+FangSong,12,[0],char,7,12,,金的接收、存储、划转与本息偿付，并进行专项管理。,539.028,para,TRUE,12,90,102,289.176,301.176,0
338,1,599.533,29,5637.073,ZWIVFZ+FangSong,13.98,[0],char,7,13.98,[0],五、发行人偿债意愿和能力分析,585.553,para,TRUE,13.98,90,103.98,242.387,256.367,0
339,1,645.528,30,5685.048,ZWIVFZ+FangSong,12,[0],char,7,12,[0],（一）发行人主要偿债指标,633.528,para,TRUE,12,90,102,194.424,206.424,0
340,1,677.5971429,31,5715.222,ZWIVFZ+FangSong,10.5,[0],char,7,10.5,[0],指标指标 ,659.565,tbl,TRUE,10.5,85.77818182,236.436,165.996,178.218,
341,1,677.5971429,31,5713.542,TimesNewRomanPS-BoldMT,10.5,[0],char,7,10.5,,2020年末  ,659.565,tbl,TRUE,2.625,236.436,373.056,167.676,178.176,
342,1,677.5971429,31,5713.542,TimesNewRomanPS-BoldMT,10.5,[0],char,7,10.5,,2019年末  ,659.565,tbl,TRUE,2.625,373.056,509.4818182,167.676,178.176,
343,1,695.3571429,32,5732.982,ZWIVFZ+FangSong,10.5,[0],char,7,10.5,,流动比率 ,677.5971429,tbl,TRUE,10.5,85.77818182,236.436,148.457,158.957,
344,0.5,695.3571429,32,5734.483,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,1.45,677.5971429,tbl,TRUE,5.25,236.436,373.056,148.457,158.957,
345,0.5,695.3571429,32,5734.483,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,1.85,677.5971429,tbl,TRUE,5.25,373.056,509.4818182,148.457,158.957,
346,1,713.1172857,33,5750.742,ZWIVFZ+FangSong,10.5,[0],char,7,10.5,,速动比率 ,695.3571429,tbl,TRUE,10.5,85.77818182,236.436,130.697,141.197,
347,0.5,713.1172857,33,5752.243,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,1.43,695.3571429,tbl,TRUE,5.25,236.436,373.056,130.697,141.197,
348,0.5,713.1172857,33,5752.243,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,1.8,695.3571429,tbl,TRUE,5.25,373.056,509.4818182,130.697,141.197,
349,1,730.8771429,34,5768.502,ZWIVFZ+FangSong,10.5,[0],char,7,10.5,,资产负债率（%） ,713.1172857,tbl,TRUE,10.5,85.77818182,236.436,112.937,123.437,
350,0.5,730.8771429,34,5770.003,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,42.04,713.1172857,tbl,TRUE,5.25,236.436,373.056,112.937,123.437,
351,0.5,730.8771429,34,5770.003,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,40.63,713.1172857,tbl,TRUE,5.25,373.056,509.4818182,112.937,123.437,
352,1,748.6371429,35,5786.262,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,EBITDA全部债务比（%） ,730.8771429,tbl,TRUE,6.415,85.77818182,236.436,95.177,105.677,
353,0.5,748.6371429,35,5787.763,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,4.97,730.8771429,tbl,TRUE,5.25,236.436,373.056,95.177,105.677,
354,0.5,748.6371429,35,5787.763,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,8.78,730.8771429,tbl,TRUE,5.25,373.056,509.4818182,95.177,105.677,
355,1,766.635,36,5803.962,ZWIVFZ+FangSong,10.5,[0],char,7,10.5,,贷款偿还率（%） ,748.6371429,tbl,TRUE,10.5,85.77818182,236.436,77.477,87.977,
356,0.5,766.635,36,5805.463,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,100,748.6371429,tbl,TRUE,5.25,236.436,373.056,77.477,87.977,
357,0.5,766.635,36,5805.463,TimesNewRomanPSMT,10.5,[0],char,7,10.5,,100,748.6371429,tbl,TRUE,5.25,373.056,509.4818182,77.477,87.977,
358,1,90.85728571,0,5970.402,ZWIVFZ+FangSong,10.5,[0],char,8,10.5,[0],指标指标 ,72.825,tbl,TRUE,10.5,85.81714286,236.54,752.736,764.958,
359,1,90.85728571,0,5968.722,TimesNewRomanPS-BoldMT,10.5,[0],char,8,10.5,,2020年末  ,72.825,tbl,TRUE,2.625,236.54,373.16,754.416,764.916,
360,1,90.85728571,0,5968.722,TimesNewRomanPS-BoldMT,10.5,[0],char,8,10.5,,2019年末  ,72.825,tbl,TRUE,2.625,373.16,509.4428571,754.416,764.916,
361,1,108.915,1,5988.162,ZWIVFZ+FangSong,10.5,[0],char,8,10.5,,利息偿付率（%） ,90.85728571,tbl,TRUE,10.5,85.81714286,236.54,735.197,745.697,
362,0.5,108.915,1,5989.663,TimesNewRomanPSMT,10.5,[0],char,8,10.5,,100,90.85728571,tbl,TRUE,5.25,236.54,373.16,735.197,745.697,
363,0.5,108.915,1,5989.663,TimesNewRomanPSMT,10.5,[0],char,8,10.5,,100,90.85728571,tbl,TRUE,5.25,373.16,509.4428571,735.197,745.697,
364,0.5,143.328,2,6024.768,TimesNewRomanPSMT,12,[0],char,8,12,,截至2020年末，发行人资产负债率由截至上年末的40.63%上升至42.04%，,131.328,para,TRUE,6,114,468.3,696.876,710.592,1
365,1,166.728,3,6048.168,ZWIVFZ+FangSong,12,[0],char,8,12,,略有提高，总体控制在较低水平。发行人本期流动比率及速动比率均较上年下降，,154.728,para,TRUE,12,90,102,675.192,687.192,1
366,1,190.128,4,6071.568,ZWIVFZ+FangSong,12,[0],char,8,12,,主要是由于短期借款及应付账款等流动负债较上年末增幅较大。,178.128,para,TRUE,12,90,102,650.076,662.076,0
367,1,213.528,5,6094.968,ZWIVFZ+FangSong,12,[0],char,8,12,,截至报告期末，发行人主要偿债指标较上年度无重大不利变动，具有较好的,201.528,para,TRUE,12,114,126,628.392,640.392,1
368,1,236.928,6,6118.368,ZWIVFZ+FangSong,12,[0],char,8,12,,偿债能力。,224.928,para,TRUE,12,90,102,603.276,615.276,0
369,1,260.328,7,6141.768,ZWIVFZ+FangSong,12,[0],char,8,12,[0],（二）发行人授信情况,248.328,para,TRUE,12,90,102,579.624,591.624,0
370,0.5,283.728,8,6165.168,TimesNewRomanPSMT,12,[0],char,8,12,,截至2020年末，发行人综合授信额度为537.00亿元，已使用额度200.42,271.728,para,TRUE,6,114,478.26,556.476,570.192,1
371,0.5,307.128,9,6188.568,TimesNewRomanPSMT,12,[0],char,8,12,,亿元，尚未使用额度为336.58亿元。发行人所需营运资金根据已有项目的运营,295.128,para,TRUE,6,90,265.32,533.076,546.792,1
372,1,330.528,10,6211.968,ZWIVFZ+FangSong,12,[0],char,8,12,,情况和未来项目的新增情况而定，公司制定了相关营运资金需求计划，并根据资,318.528,para,TRUE,12,90,102,511.392,523.392,1
373,1,353.928,11,6235.368,ZWIVFZ+FangSong,12,[0],char,8,12,,金需求计划制定相应的融资计划。,341.928,para,TRUE,12,90,102,486.276,498.276,0
374,1,377.328,12,6258.768,ZWIVFZ+FangSong,12,[0],char,8,12,,截至报告期末，发行人未使用授信额度充足，对发行人债券本息偿付提供保,365.328,para,TRUE,12,114,126,464.592,476.592,1
375,1,400.728,13,6282.168,ZWIVFZ+FangSong,12,[0],char,8,12,,障。,388.728,para,TRUE,12,90,102,439.476,451.476,0
376,1,424.128,14,6305.568,ZWIVFZ+FangSong,12,[0],char,8,12,[0],（三）发行人偿债意愿分析,412.128,para,TRUE,12,90,102,415.824,427.824,0
377,1,447.528,15,6328.968,ZWIVFZ+FangSong,12,[0],char,8,12,,发行人作为国有独资企业，直接受宁夏回族自治区人民政府和宁夏国资委指,435.528,para,TRUE,12,114,126,394.392,406.392,1
378,1,470.928,16,6352.368,ZWIVFZ+FangSong,12,[0],char,8,12,,导和管理。同时发行人所控股和参股的大型企业及行业都集中在能源、铁路、有,458.928,para,TRUE,12,90,102,370.992,382.992,1
379,1,494.328,17,6375.768,ZWIVFZ+FangSong,12,[0],char,8,12,,色金属等国家鼓励或重点支持的行业产业，合作伙伴多为国有大型企业，战略合,482.328,para,TRUE,12,90,102,347.592,359.592,1
380,1,517.728,18,6399.168,ZWIVFZ+FangSong,12,[0],char,8,12,,作伙伴实力强，具有很强的市场掌控能力和抗风险能力。债券存续期内发行人不,505.728,para,TRUE,12,90,102,324.192,336.192,1
381,1,541.128,19,6422.568,ZWIVFZ+FangSong,12,[0],char,8,12,,存在债务逾期未偿还情况，发行人偿债意愿及偿债能力较强。,529.128,para,TRUE,12,90,102,299.076,311.076,0
382,1,589.633,20,6469.093,ZWIVFZ+FangSong,13.98,[0],char,8,13.98,[0],六、内外部增信机制、偿债保障措施发生重大变化的情况,575.653,para,TRUE,13.98,90,103.98,252.287,266.267,0
383,1,635.628,21,6517.068,ZWIVFZ+FangSong,12,[0],char,8,12,[0],（一）内外部增信机制及变动情况,623.628,para,TRUE,12,90,102,204.324,216.324,0
384,0.5,666.828,22,6548.268,TimesNewRomanPSMT,12,[0],char,8,12,,18宁资01无内部增信措施。,654.828,para,TRUE,6,114,183,173.376,187.092,0
385,0.5,698.028,23,6579.468,TimesNewRomanPSMT,12,[0],char,8,12,,2020年度，发行人内外部增信机制未发生重大变化。,686.028,para,TRUE,6,114,153,142.176,154.176,0
386,1,729.228,24,6610.668,ZWIVFZ+FangSong,12,[0],char,8,12,[0],（二）偿债保障措施及变动情况,717.228,para,TRUE,12,90,102,110.724,122.724,0
387,1,756.528,25,6637.968,ZWIVFZ+FangSong,12,[0],char,8,12,,为了充分、有效地维护本期债券持有人的合法权益，发行人为公司债券的按,744.528,para,TRUE,12,114,126,85.392,97.392,1
388,1,86.088,0,6809.448,ZWIVFZ+FangSong,12,[0],char,9,12,,时、足额偿付制定了一系列工作计划，形成了一套确保债券安全兑付的保障措施。,74.088,para,TRUE,12,90,102,754.116,766.116,0
389,0.5,113.916,1,6837.276,TimesNewRomanPS-BoldMT,12,[0],char,9,12,,1、设立募集资金专户专款专用,101.916,para,TRUE,6,114.12,120.12,728.004,740.004,1
390,1,137.748,2,6861.108,ZWIVFZ+FangSong,12,[0],char,9,12,,发行人将开立募集资金专户专项用于募集资金款项的接收、存储及划转活,125.748,para,TRUE,12,114,126,704.172,716.172,0
391,1,161.148,3,6884.508,ZWIVFZ+FangSong,12,[0],char,9,12,,动，将严格按照募集说明书披露的资金投向，确保专款专用。,149.148,para,TRUE,12,90,102,679.056,691.056,1
392,1,186.948,4,6910.308,ZWIVFZ+FangSong,12,[0],char,9,12,,发行人、受托管理人与监管银行签订募集资金专户监管协议，规定监管银行,174.948,para,TRUE,12,114,126,654.972,666.972,0
393,1,210.288,5,6933.648,ZWIVFZ+FangSong,12,[0],char,9,12,,监督募集资金的使用情况。,198.288,para,TRUE,12,90,102,629.916,641.916,0
394,0.5,238.116,6,6961.476,TimesNewRomanPS-BoldMT,12,[0],char,9,12,,2、制定《债券持有人会议规则》,226.116,para,TRUE,6,114.12,120.12,603.804,615.804,1
395,1,262.008,7,6985.368,ZWIVFZ+FangSong,12,[0],char,9,12,,发行人和债券受托管理人将按照《公司债券发行与交易管理办法》的要求制,250.008,para,TRUE,12,114,126,579.912,591.912,1
396,1,285.348,8,7008.708,ZWIVFZ+FangSong,12,[0],char,9,12,,定本期债券的《债券持有人会议规则》，约定债券持有人通过债券持有人会议行,273.348,para,TRUE,12,90,102,556.572,568.572,1
397,1,308.688,9,7032.048,ZWIVFZ+FangSong,12,[0],char,9,12,,使权利的范围、程序和其他重要事项，为保障本期债券的本息及时足额偿付作出,296.688,para,TRUE,12,90,102,533.232,545.232,1
398,1,332.028,10,7055.388,ZWIVFZ+FangSong,12,[0],char,9,12,,了合理的制度安排。,320.028,para,TRUE,12,90,102,508.176,520.176,0
399,0.5,359.856,11,7083.216,TimesNewRomanPS-BoldMT,12,[0],char,9,12,,3、充分发挥债券受托管理人的作用,347.856,para,TRUE,6,114.12,120.12,482.064,494.064,0
400,1,383.688,12,7107.048,ZWIVFZ+FangSong,12,[0],char,9,12,,本期债券引入了债券受托管理人制度，由债券受托管理人代表债券持有人对,371.688,para,TRUE,12,114,126,458.232,470.232,1
401,1,407.028,13,7130.388,ZWIVFZ+FangSong,12,[0],char,9,12,,公司的相关情况进行监督，并在债券本息无法按时偿付时，代表债券持有人，采,395.028,para,TRUE,12,90,102,434.892,446.892,1
402,1,430.428,14,7153.788,ZWIVFZ+FangSong,12,[0],char,9,12,,取一切必要及可行的措施，保护债券持有人的正当利益。,418.428,para,TRUE,12,90,102,409.776,421.776,0
403,1,456.228,15,7179.588,ZWIVFZ+FangSong,12,[0],char,9,12,,发行人将严格按照《债券受托管理协议》的约定，配合债券受托管理人履行,444.228,para,TRUE,12,114,126,385.692,397.692,1
404,1,479.568,16,7202.928,ZWIVFZ+FangSong,12,[0],char,9,12,,职责，定期向债券受托管理人报送公司履行承诺的情况，并在公司可能出现债券,467.568,para,TRUE,12,90,102,362.352,374.352,1
405,1,502.908,17,7226.268,ZWIVFZ+FangSong,12,[0],char,9,12,,违约时及时通知债券受托管理人，便于债券受托管理人及时依据《债券受托管理,490.908,para,TRUE,12,90,102,339.012,351.012,1
406,1,526.248,18,7249.608,ZWIVFZ+FangSong,12,[0],char,9,12,,协议》采取必要的措施。,514.248,para,TRUE,12,90,102,313.956,325.956,0
407,0.5,554.076,19,7277.436,TimesNewRomanPS-BoldMT,12,[0],char,9,12,,4、严格信息披露,542.076,para,TRUE,6,114.12,120.12,287.844,299.844,0
408,1,577.968,20,7301.328,ZWIVFZ+FangSong,12,[0],char,9,12,,发行人将遵循真实、准确、完整、及时的信息披露原则，按照中国证监会的,565.968,para,TRUE,12,114,126,263.952,275.952,1
409,1,601.308,21,7324.668,ZWIVFZ+FangSong,12,[0],char,9,12,,有关规定和《债券受托管理协议》的约定进行重大事项信息披露，使发行人偿债,589.308,para,TRUE,12,90,102,240.612,252.612,1
410,1,624.648,22,7348.008,ZWIVFZ+FangSong,12,[0],char,9,12,,能力、募集资金使用等情况受到债券持有人、债券受托管理人和股东的监督，防,612.648,para,TRUE,12,90,102,217.272,229.272,1
411,1,647.988,23,7371.348,ZWIVFZ+FangSong,12,[0],char,9,12,,范偿债风险。,635.988,para,TRUE,12,90,102,192.216,204.216,0
412,0.5,673.848,24,7397.208,TimesNewRomanPSMT,12,[0],char,9,12,,2020年度，发行人偿债保障措施未发生重大变化。,661.848,para,TRUE,6,114,153,166.356,178.356,0
413,1,98.113,0,7661.413,ZWIVFZ+FangSong,13.98,[0],char,10,13.98,[0],七、增信措施、偿债保障措施的执行情况及有效性分析,84.133,para,TRUE,13.98,90,103.98,743.807,757.787,0
414,1,144.048,1,7709.328,ZWIVFZ+FangSong,12,[0],char,10,12,[0],（一）增信措施的执行情况及有效性分析,132.048,para,TRUE,12,90,102,695.904,707.904,0
415,0.5,175.248,2,7740.528,TimesNewRomanPSMT,12,[0],char,10,12,,18宁资01债券无增信机制。,163.248,para,TRUE,6,114,183,664.956,678.672,0
416,1,206.448,3,7771.728,ZWIVFZ+FangSong,12,[0],char,10,12,[0],（二）偿债保障措施的执行情况及有效性分析,194.448,para,TRUE,12,90,102,633.504,645.504,0
417,0.5,239.616,4,7804.896,TimesNewRomanPS-BoldMT,12,[0],char,10,12,,1、偿债保障措施,227.616,para,TRUE,6,114.12,120.12,602.304,614.304,0
418,0.5,268.848,5,7834.128,TimesNewRomanPSMT,12,[0],char,10,12,,18宁资01偿债保障措施详见“六、内外部增信机制、偿债保障措施发生重,256.848,para,TRUE,6,114,183,571.356,585.072,1
419,1,292.248,6,7857.528,ZWIVFZ+FangSong,12,[0],char,10,12,,大变化的情况”“（二）偿债保障措施及变动情况”中的描述。,280.248,para,TRUE,12,90,102,547.956,559.956,0
420,0.5,325.416,7,7890.696,TimesNewRomanPS-BoldMT,12,[0],char,10,12,,2、偿债保障措施的执行情况,313.416,para,TRUE,6,114.12,120.12,516.504,528.504,0
421,1,350.748,8,7916.028,ZWIVFZ+FangSong,12,[0],char,10,12,[0],（1）设立募集资金专户专款专用,338.748,para,TRUE,12,114.12,126.12,489.204,501.204,0
422,1,376.608,9,7941.888,ZWIVFZ+FangSong,12,[0],char,10,12,,发行人将开立募集资金专户专项用于募集资金款项的接收、存储及划转活,364.608,para,TRUE,12,114,126,465.312,477.312,1
423,1,399.948,10,7965.228,ZWIVFZ+FangSong,12,[0],char,10,12,,动，将严格按照募集说明书披露的资金投向，确保专款专用。,387.948,para,TRUE,12,90,102,440.256,452.256,0
424,1,425.808,11,7991.088,ZWIVFZ+FangSong,12,[0],char,10,12,,发行人、受托管理人与监管银行签订募集资金专户监管协议，规定监管银行,413.808,para,TRUE,12,114,126,416.112,428.112,1
425,1,449.148,12,8014.428,ZWIVFZ+FangSong,12,[0],char,10,12,,监督募集资金的使用情况。,437.148,para,TRUE,12,90,102,391.056,403.056,0
426,1,474.948,13,8040.228,ZWIVFZ+FangSong,12,[0],char,10,12,[0],（2）制定《债券持有人会议规则》,462.948,para,TRUE,12,114.12,126.12,365.004,377.004,0
427,1,500.808,14,8066.088,ZWIVFZ+FangSong,12,[0],char,10,12,,发行人和债券受托管理人将按照《公司债券发行与交易管理办法》的要求制,488.808,para,TRUE,12,114,126,341.112,353.112,1
428,1,524.148,15,8089.428,ZWIVFZ+FangSong,12,[0],char,10,12,,定本期债券的《债券持有人会议规则》，约定债券持有人通过债券持有人会议行,512.148,para,TRUE,12,90,102,317.772,329.772,1
429,1,547.488,16,8112.768,ZWIVFZ+FangSong,12,[0],char,10,12,,使权利的范围、程序和其他重要事项，为保障本期债券的本息及时足额偿付作出,535.488,para,TRUE,12,90,102,294.432,306.432,1
430,1,570.828,17,8136.108,ZWIVFZ+FangSong,12,[0],char,10,12,,了合理的制度安排。,558.828,para,TRUE,12,90,102,269.376,281.376,0
431,1,596.688,18,8161.968,ZWIVFZ+FangSong,12,[0],char,10,12,[0],（3）充分发挥债券受托管理人的作用,584.688,para,TRUE,12,114.12,126.12,243.264,255.264,0
432,1,622.548,19,8187.828,ZWIVFZ+FangSong,12,[0],char,10,12,,本期债券引入了债券受托管理人制度，由债券受托管理人代表债券持有人对,610.548,para,TRUE,12,114,126,219.372,231.372,1
433,1,645.888,20,8211.168,ZWIVFZ+FangSong,12,[0],char,10,12,,公司的相关情况进行监督，并在债券本息无法按时偿付时，代表债券持有人，采,633.888,para,TRUE,12,90,102,196.032,208.032,1
434,1,669.228,21,8234.508,ZWIVFZ+FangSong,12,[0],char,10,12,,取一切必要及可行的措施，保护债券持有人的正当利益。,657.228,para,TRUE,12,90,102,170.976,182.976,0
435,1,695.088,22,8260.368,ZWIVFZ+FangSong,12,[0],char,10,12,,发行人将严格按照《债券受托管理协议》的约定，配合债券受托管理人履行,683.088,para,TRUE,12,114,126,146.832,158.832,1
436,1,718.428,23,8283.708,ZWIVFZ+FangSong,12,[0],char,10,12,,职责，定期向债券受托管理人报送公司履行承诺的情况，并在公司可能出现债券,706.428,para,TRUE,12,90,102,123.492,135.492,1
437,1,741.768,24,8307.048,ZWIVFZ+FangSong,12,[0],char,10,12,,违约时及时通知债券受托管理人，便于债券受托管理人及时依据《债券受托管理,729.768,para,TRUE,12,90,102,100.152,112.152,1
438,1,765.108,25,8330.388,ZWIVFZ+FangSong,12,[0],char,10,12,,协议》采取必要的措施。,753.108,para,TRUE,12,90,102,75.096,87.096,0
439,1,86.088,0,8493.288,ZWIVFZ+FangSong,12,[0],char,11,12,[0],（4）严格信息披露,74.088,para,TRUE,12,114.12,126.12,753.864,765.864,0
440,1,111.948,1,8519.148,ZWIVFZ+FangSong,12,[0],char,11,12,,发行人将遵循真实、准确、完整、及时的信息披露原则，按照中国证监会的,99.948,para,TRUE,12,114,126,729.972,741.972,1
441,1,135.288,2,8542.488,ZWIVFZ+FangSong,12,[0],char,11,12,,有关规定和《债券受托管理协议》的约定进行重大事项信息披露，使发行人偿债,123.288,para,TRUE,12,90,102,706.632,718.632,1
442,1,158.628,3,8565.828,ZWIVFZ+FangSong,12,[0],char,11,12,,能力、募集资金使用等情况受到债券持有人、债券受托管理人和股东的监督，防,146.628,para,TRUE,12,90,102,683.292,695.292,1
443,1,181.968,4,8589.168,ZWIVFZ+FangSong,12,[0],char,11,12,,范偿债风险。,169.968,para,TRUE,12,90,102,658.236,670.236,0
444,0.5,207.828,5,8615.028,TimesNewRomanPSMT,12,[0],char,11,12,,18宁资01偿债保障措施均得到有效执行。,195.828,para,TRUE,6,114,183,632.376,646.092,0
445,0.5,244.836,6,8652.036,TimesNewRomanPS-BoldMT,12,[0],char,11,12,,3、偿债保障措施的有效性分析,232.836,para,TRUE,6,114.12,120.12,597.084,609.084,0
446,1,270.168,7,8677.368,ZWIVFZ+FangSong,12,[0],char,11,12,,通过严格执行上述偿债保障措施，发行人报告期内未发生会对偿债能力产生,258.168,para,TRUE,12,114,126,571.752,583.752,1
447,1,293.508,8,8700.708,ZWIVFZ+FangSong,12,[0],char,11,12,,不利影响的重大事项。,281.508,para,TRUE,12,90,102,546.696,558.696,0
448,1,319.308,9,8726.508,ZWIVFZ+FangSong,12,[0],char,11,12,,同时，受托管理人与发行人积极沟通，及时披露公司重大事项，使公司偿债,307.308,para,TRUE,12,114,126,522.612,534.612,1
449,1,342.708,10,8749.908,ZWIVFZ+FangSong,12,[0],char,11,12,,能力、募集资金使用等情况受到债券持有人监督，防范偿债风险。,330.708,para,TRUE,12,90,102,497.496,509.496,0
450,1,395.053,11,8800.273,ZWIVFZ+FangSong,13.98,[0],char,11,13.98,[0],八、债券的本息偿付情况,381.073,para,TRUE,13.98,90,103.98,446.867,460.847,0
451,1,440.988,12,8848.188,ZWIVFZ+FangSong,12,[0],char,11,12,[0],（一）本息偿付安排,428.988,para,TRUE,12,90,102,398.964,410.964,0
452,0.5,472.188,13,8879.388,TimesNewRomanPSMT,12,[0],char,11,12,,18宁资01债券按年付息、到期一次还本。利息每年支付一次，最后一期利,460.188,para,TRUE,6,114,183,368.016,381.732,1
453,0.5,495.588,14,8902.788,TimesNewRomanPSMT,12,[0],char,11,12,,息随本金的兑付一起支付。自2018年7月9日开始计息，本期债券存续期限内,483.588,para,TRUE,6,90,336,344.616,358.332,1
454,0.5,518.988,15,8926.188,TimesNewRomanPSMT,12,[0],char,11,12,,每年的7月9日为该计息年度的起息日。2019年至2021年每年的7月9日为上,506.988,para,TRUE,6,90,481.32,321.216,334.932,1
455,0.5,542.388,16,8949.588,TimesNewRomanPSMT,12,[0],char,11,12,,一个计息年度的付息日（如遇非交易日，则顺延至其后的第1个交易日）。,530.388,para,TRUE,6,90,426,297.816,311.532,0
456,1,573.588,17,8980.788,ZWIVFZ+FangSong,12,[0],char,11,12,[0],（二）报告期本息偿付情况,561.588,para,TRUE,12,90,102,266.364,278.364,0
457,0.5,604.788,18,9011.988,TimesNewRomanPSMT,12,[0],char,11,12,,报告期内18宁资01正常付息，受托管理人未来将及时督促发行人按时履约，,592.788,para,TRUE,6,114,229.2,235.416,249.132,1
458,1,628.188,19,9035.388,ZWIVFZ+FangSong,12,[0],char,11,12,,持续关注发行人的经营活动及偿债能力，未发生预计发行人不能偿还债务的情,616.188,para,TRUE,12,90,102,213.732,225.732,1
459,1,651.588,20,9058.788,ZWIVFZ+FangSong,12,[0],char,11,12,,况。,639.588,para,TRUE,12,90,102,188.616,200.616,0
460,1,700.093,21,9105.313,ZWIVFZ+FangSong,13.98,[0],char,11,13.98,[0],九、募集说明书中约定的其他义务,686.113,para,TRUE,13.98,90,103.98,141.827,155.807,0
461,1,746.088,22,9153.288,ZWIVFZ+FangSong,12,[0],char,11,12,[0],（一）债券跟踪评级情况说明,734.088,para,TRUE,12,90,102,93.864,105.864,0
462,1,89.988,0,9339.108,ZWIVFZ+FangSong,12,[0],char,12,12,,经中诚信国际信用评级有限责任公司于2020年6月对宁夏国有资本运营集团,77.988,para,TRUE,12,114,126,750.216,762.216,1
