,adv,bottom,cod,doctop,fontname,height,non_stroking_color,object_type,page_number,size,stroking_color,text,top,upright,width,x0,x1,y0,y1,type,
2361,6,470.95,15,54343.142,Times New Roman,12,0,char,65,12,0,3.38,447.31,TRUE,6,326.7105,418.87,376.418,388.418,tbl,其它
2362,6,470.95,15,54343.142,Times New Roman,12,0,char,65,12,0,1.09,447.31,TRUE,6,418.87,510.9793333,376.418,388.418,tbl,其它
2363,12,494.77,16,54366.242,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,65,12,0,资产负债率 ,470.95,TRUE,12,84.584,227.08925,352.418,364.418,tbl,其它
2364,6,494.77,16,54366.902,Times New Roman,12,0,char,65,12,0,49.90%,470.95,TRUE,6,227.08925,326.7105,352.658,364.658,tbl,其它
2365,6,494.77,16,54366.902,Times New Roman,12,0,char,65,12,0,54.99%,470.95,TRUE,6,326.7105,418.87,352.658,364.658,tbl,其它
2366,6,494.77,16,54366.902,Times New Roman,12,0,char,65,12,0,49.24%,470.95,TRUE,6,418.87,510.9793333,352.658,364.658,tbl,其它
2367,12,509.362,17,54386.882,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,65,12,0,注：1、流动比率=流动资产/流动负债,497.362,TRUE,12,113.9,125.9,331.778,343.778,para,其它
2368,6,533.662,18,54411.182,Times New Roman,12,0,char,65,12,0,2、速动比率=（流动资产-存货）/流动负债,521.662,TRUE,6,137.9,143.9,308.378,320.378,para,其它
2369,6,556.942,19,54434.462,Times New Roman,12,0,char,65,12,0,3、资产负债率=总负债/总资产×100%,544.942,TRUE,6,137.9,143.9,285.098,297.098,para,其它
2370,14.04,581.65,20,54457.13,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,65,14.04,0,发行人的偿债能力较好，资产负债结构较为稳健。从短期偿债能,567.61,TRUE,14.04,117.86,131.9,260.39,274.43,para,其它
2371,7.02,608.92,21,54484.4,,14.04,0,char,65,14.04,0,力来看，发行人2012年-2014年流动比率分别为4.66、10.64、6.50；,594.88,TRUE,7.02,89.904,397.33,232.067,247.16,para,其它
2372,7.02,636.16,22,54511.64,,14.04,0,char,65,14.04,0,速动比率分别为1.09、3.38、1.27，呈波动形式。2013年流动比率和,622.12,TRUE,7.02,89.904,435.67,204.827,219.92,para,其它
2373,7.02,663.4,23,54538.88,,14.04,0,char,65,14.04,0,速动比率较前一年均有较大增长，主要是2013年公司货币资金和存,649.36,TRUE,7.02,89.904,393.55,177.587,192.68,para,其它
2374,14.04,690.64,24,54566.12,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,65,14.04,0,货大幅增加致使流动资产增长明显，同时公司一年内到期的长期借款,676.6,TRUE,14.04,89.904,103.944,151.4,165.44,para,其它
2375,14.04,717.76,25,54593.24,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,65,14.04,0,大幅减少导致流动负债明显减少所致。2014年流动比率和速动比率,703.72,TRUE,14.04,89.904,378.79,123.227,138.32,para,其它
2376,7.02,744.996,26,54620.476,,14.04,0,char,65,14.04,0,较前一年有所下降，主要原因是2014年公司预收账款、应付账款和,730.956,TRUE,7.02,89.904,337.61,95.991,111.084,para,其它
2377,4.5,789.024,27,54669.544,Times New Roman,9,0,char,65,9,0,64,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
2378,5.28,49.009,0,54770.009,,10.56,0,char,66,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
2379,14.04,87.9,1,54805.42,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,一年内到期的长期借款大幅增长致使流动负债大幅增加。总体来看，,73.86,TRUE,14.04,89.904,103.944,754.14,768.18,para,其它
2380,14.04,115.16,2,54832.68,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,公司在保持业务规模持续快速增长的同时，大量的流动资产以货币和,101.12,TRUE,14.04,89.904,103.944,726.88,740.92,para,其它
2381,14.04,142.4,3,54859.92,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,存货的形式存在，短期流动性较好，确保了公司较强的短期偿债能力，,128.36,TRUE,14.04,89.904,103.944,699.64,713.68,para,其它
2382,14.04,169.64,4,54887.16,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,流动比率和速动比率均处于合理范围，这为公司未来逐步提高市场化,155.6,TRUE,14.04,89.904,103.944,672.4,686.44,para,其它
2383,14.04,196.88,5,54914.4,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,运作水平奠定了良好基础。,182.84,TRUE,14.04,89.904,103.944,644.107,658.147,para,其它
2384,7.02,224.12,6,54941.64,,14.04,0,char,66,14.04,0,从长期偿债能力来看，发行人2012年-2014年资产负债率分别为,210.08,TRUE,7.02,117.86,393.67,616.867,631.96,para,其它
2385,7.02,252.413,7,54969.933,Times New Roman,14.04,0,char,66,14.04,0,49.24%、54.99%、49.90%，保持平稳并在同类企业中处于较好水平。,238.373,TRUE,7.02,89.904,96.924,589.627,603.667,para,其它
2386,14.04,278.63,8,54996.15,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,发行人资本结构较为稳定，具有较好的长期偿债能力，对于长期债务,264.59,TRUE,14.04,89.904,103.944,563.41,577.45,para,其它
2387,14.04,305.87,9,55023.39,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,具有较强的偿债保障。,291.83,TRUE,14.04,89.904,103.944,535.117,549.157,para,其它
2388,14.04,333.11,10,55050.63,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,近三年来，发行人一直保持着稳健的经营策略和资产结构，不断,319.07,TRUE,14.04,117.86,131.9,508.93,522.97,para,其它
2389,14.04,360.35,11,55077.87,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,通过优化管理和资本运作使得企业始终具备良好的长短期偿债能力。,346.31,TRUE,14.04,89.904,103.944,481.69,495.73,para,其它
2390,14.04,387.47,12,55104.99,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,表明发行人严格控制债务规模，严格防范债务风险，这对于在国家行,373.43,TRUE,14.04,89.904,103.944,454.57,468.61,para,其它
2391,14.04,414.71,13,55132.23,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,业政策调整和财税体制改革背景下保持经营的稳定性和持续性具有,400.67,TRUE,14.04,89.904,103.944,427.33,441.37,para,其它
2392,14.04,441.97,14,55159.49,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,重要意义。,427.93,TRUE,14.04,89.904,103.944,399.017,413.057,para,其它
2393,14.04,469.21,15,55186.73,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,（六）现金流量分析,455.17,TRUE,14.04,117.86,131.9,371.777,385.817,para,其它
2394,14.04,496.45,16,55213.97,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,发行人主要现金流量指标如下表所示：,482.41,TRUE,14.04,117.86,131.9,344.978,356.978,para,其它
2395,12,531.922,17,55251.482,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,66,12,0,金额单位：万元,519.922,TRUE,12,418.99,430.99,309.218,321.218,para,其它
2396,12,560.11,18,55274.042,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,66,12,0,项目 ,536.67,TRUE,12,89.856,259.2893333,286.658,298.658,tbl,其它
2397,12,560.11,18,55274.042,,12,0,char,66,12,0,2014年度 ,536.67,TRUE,6,259.2893333,341.5104444,286.658,298.658,tbl,其它
2398,12,560.11,18,55274.042,,12,0,char,66,12,0,2013年度 ,536.67,TRUE,6,341.5104444,423.71,286.658,298.658,tbl,其它
2399,12,560.11,18,55274.042,,12,0,char,66,12,0,2012年度 ,536.67,TRUE,6,423.71,505.7074,286.658,298.658,tbl,其它
2400,12,583.27075,19,55297.202,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,66,12,0,经营活动产生的现金流量净额 ,560.11,TRUE,12,89.856,259.2893333,263.498,275.498,tbl,其它
2401,3.996,583.27075,19,55297.742,Times New Roman,12,0,char,66,12,0,"-1,209,949.90",560.11,TRUE,3.996,259.2893333,341.5104444,263.858,275.858,tbl,其它
2402,3.996,583.27075,19,55297.742,Times New Roman,12,0,char,66,12,0,"-1,181,636.60",560.11,TRUE,3,341.5104444,423.71,263.858,275.858,tbl,其它
2403,3.996,583.27075,19,55297.742,Times New Roman,12,0,char,66,12,0,"-676,929.24",560.11,TRUE,3,423.71,505.7074,263.858,275.858,tbl,其它
2404,12,606.58,20,55320.362,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,66,12,0,投资活动产生的现金流量净额 ,583.27075,TRUE,12,89.856,259.2893333,240.338,252.338,tbl,其它
2405,3.996,606.58,20,55321.022,Times New Roman,12,0,char,66,12,0,"-473,850.45",583.27075,TRUE,3.996,259.2893333,341.5104444,240.578,252.578,tbl,其它
2406,3.996,606.58,20,55321.022,Times New Roman,12,0,char,66,12,0,"-897,181.84",583.27075,TRUE,3,341.5104444,423.71,240.578,252.578,tbl,其它
2407,3.996,606.58,20,55321.022,Times New Roman,12,0,char,66,12,0,"-629,145.26",583.27075,TRUE,3,423.71,505.7074,240.578,252.578,tbl,其它
2408,12,629.74,21,55343.672,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,66,12,0,筹资活动产生的现金流量净额 ,606.58,TRUE,12,89.856,259.2893333,217.028,229.028,tbl,其它
2409,6,629.74,21,55344.212,Times New Roman,12,0,char,66,12,0,"992,657.52",606.58,TRUE,6,259.2893333,341.5104444,217.388,229.388,tbl,其它
2410,6,629.74,21,55344.212,Times New Roman,12,0,char,66,12,0,"2,934,508.17",606.58,TRUE,3,341.5104444,423.71,217.388,229.388,tbl,其它
2411,6,629.74,21,55344.212,Times New Roman,12,0,char,66,12,0,"980,388.48",606.58,TRUE,3,423.71,505.7074,217.388,229.388,tbl,其它
2412,12,653.2,22,55366.832,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,66,12,0,现金及现金等价物净增加额 ,629.74,TRUE,12,89.856,259.2893333,193.868,205.868,tbl,其它
2413,3.996,653.2,22,55367.372,Times New Roman,12,0,char,66,12,0,"-691,142.83",629.74,TRUE,3.996,259.2893333,341.5104444,194.228,206.228,tbl,其它
2414,6,653.2,22,55367.372,Times New Roman,12,0,char,66,12,0,"855,689.73",629.74,TRUE,3,341.5104444,423.71,194.228,206.228,tbl,其它
2415,3.996,653.2,22,55367.372,Times New Roman,12,0,char,66,12,0,"-325,660.07",629.74,TRUE,3,423.71,505.7074,194.228,206.228,tbl,其它
2416,14.04,670,23,55387.52,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,从经营活动来看，2012年-2014年，发行人经营活动产生的现金,655.96,TRUE,14.04,117.86,324.53,170.987,186.08,para,其它
2417,14.04,697.24,24,55414.76,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,流量净额负数，主要原因是重庆两江新区仍处于大规模开发建设阶段，,683.2,TRUE,14.04,89.904,103.944,144.8,158.84,para,其它
2418,14.04,724.48,25,55442,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,其土地整治开发规模大，每年支付的土地整治开发费用较高，但回收,710.44,TRUE,14.04,89.904,103.944,117.56,131.6,para,其它
2419,14.04,751.716,26,55469.236,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,66,14.04,0,现金金额相对较少，表现为负值。未来几年随着发行人将整治的土地,737.676,TRUE,14.04,89.904,103.944,90.324,104.364,para,其它
2420,4.5,789.024,27,55511.584,Times New Roman,9,0,char,66,9,0,65,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
2421,5.28,49.009,0,55612.049,,10.56,0,char,67,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
2422,14.04,87.9,1,55647.46,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,挂牌出让，其经营活动产生的现金流量净额将会逐步改善。,73.86,TRUE,14.04,89.904,103.944,753.087,767.127,para,其它
2423,14.04,115.16,2,55674.72,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,从投资活动来看，2012年-2014年，发行人投资活动产生的现金,101.12,TRUE,14.04,117.86,324.53,725.827,740.92,para,其它
2424,14.04,142.4,3,55701.96,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,"流量净额分别为-629,145.26万元、-897,181.84万元、-473,850.45万",128.36,TRUE,14.04,89.904,505.66,698.587,713.68,para,其它
2425,14.04,169.64,4,55729.2,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,元，主要原因是发行人作为重庆两江新区的综合投资主体，实行多元,155.6,TRUE,14.04,89.904,103.944,672.4,686.44,para,其它
2426,14.04,196.88,5,55756.44,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,化经营是其发展的方向，因此，发行人近年来投资力度持续加大，对,182.84,TRUE,14.04,89.904,103.944,645.16,659.2,para,其它
2427,14.04,224.12,6,55783.68,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,外投资活跃，用于新设公司的现金较多，资金流出量较大。发行人具,210.08,TRUE,14.04,89.904,103.944,617.92,631.96,para,其它
2428,14.04,251.36,7,55810.92,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,有较好的现金回收能力，且随着下属子公司的发展，投资活动现金流,237.32,TRUE,14.04,89.904,103.944,590.68,604.72,para,其它
2429,14.04,278.63,8,55838.19,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,入对发行人资金需求的支撑作用将日益明显。,264.59,TRUE,14.04,89.904,103.944,562.357,576.397,para,其它
2430,14.04,305.87,9,55865.43,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,从筹资活动看，2012年-2014年，发行人筹资活动产生的现金流,291.83,TRUE,14.04,117.86,310.61,535.117,550.21,para,其它
2431,7.02,333.11,10,55892.67,,14.04,0,char,67,14.04,0,"量净额分别为980,388.48万元、2,934,508.17万元、992,657.52万元，",319.07,TRUE,7.02,89.904,477.58,507.877,522.97,para,其它
2432,14.04,360.35,11,55919.91,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,发行人为保证公司土地开发和基础设施建设的资金需求，向多家金融,346.31,TRUE,14.04,89.904,103.944,481.69,495.73,para,其它
2433,14.04,387.47,12,55947.03,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,机构借入了大量营运资金。2013年发行人筹资活动产生的现金流量,373.43,TRUE,14.04,89.904,308.21,453.517,468.61,para,其它
2434,7.02,414.71,13,55974.27,,14.04,0,char,67,14.04,0,净额较2012年和2014年差异较大，主要是发行人银行借款收到的现,400.67,TRUE,7.02,89.904,244.01,426.277,441.37,para,其它
2435,14.04,441.97,14,56001.53,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,金大幅增加所致。,427.93,TRUE,14.04,89.904,103.944,399.017,413.057,para,其它
2436,14.04,469.21,15,56028.77,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,总体来看，发行人经营活动和投资活动的现金流出一直保持较高,455.17,TRUE,14.04,117.86,131.9,372.83,386.87,para,其它
2437,14.04,496.45,16,56056.01,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,的水平，通过外部的融资和股东的资金投入，保证了土地开发和基础,482.41,TRUE,14.04,89.904,103.944,345.59,359.63,para,其它
2438,14.04,523.69,17,56083.25,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,设施建设的资金需求。未来随着两江新区的快速发展，前期的土地开,509.65,TRUE,14.04,89.904,103.944,318.35,332.39,para,其它
2439,14.04,550.93,18,56110.49,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,发和基础设施项目陆续完成，发行人可以获得充沛的现金流。,536.89,TRUE,14.04,89.904,103.944,290.057,304.097,para,其它
2440,14.04,578.17,19,56137.73,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,三、发行人对外担保情况,564.13,TRUE,14.04,117.98,132.02,262.817,276.857,para,其它
2441,7.02,605.44,20,56165,,14.04,0,char,67,14.04,0,截至2014年末，发行人为重庆两江新区土地储备中心提供担保,591.4,TRUE,7.02,117.86,197.54,235.547,250.64,para,其它
2442,7.02,632.68,21,56192.24,,14.04,0,char,67,14.04,0,"合同金额合计为548,900万元，担保期限为2014年12月29日至2021",618.64,TRUE,7.02,89.904,484.84,208.307,223.4,para,其它
2443,7.02,659.92,22,56219.48,,14.04,0,char,67,14.04,0,年12月27日。除此事项外，发行人无需要披露的重大或有事项，且,645.88,TRUE,7.02,89.904,173.9,181.067,196.16,para,其它
2444,14.04,687.16,23,56246.72,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,被担保单位到期偿还债务不存在困难。,673.12,TRUE,14.04,89.904,103.944,153.827,167.867,para,其它
2445,7.02,714.4,24,56273.96,,14.04,0,char,67,14.04,0,四、发行人经审计的2012年、2013年及2014年财务报表（见附,700.36,TRUE,7.02,115.46,409.51,126.587,141.68,para,其它
2446,14.04,741.64,25,56301.2,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,67,14.04,0,表二、三、四）,727.6,TRUE,14.04,89.904,103.944,99.347,113.387,para,其它
2447,4.5,789.024,26,56353.624,Times New Roman,9,0,char,67,9,0,66,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
2448,5.28,49.009,0,56454.089,,10.56,0,char,68,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
2449,14.04,88.02,1,56489.62,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,第十一条 已发行尚未兑付的债券,73.98,TRUE,14.04,195.77,273.05,752.967,767.007,para,其它
2450,14.04,128.12,2,56529.72,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,一、已发行尚未兑付的债券等融资情况,114.08,TRUE,14.04,117.98,132.02,712.867,726.907,para,其它
2451,12,164.66,3,56558.352,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,68,12,0,序号 ,140.2485714,TRUE,12,84.576,125.4604444,686.428,698.428,tbl,其它
2452,12,164.66,3,56558.352,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,68,12,0,债券名称 ,140.2485714,TRUE,12,125.4604444,309.8088889,686.428,698.428,tbl,其它
2453,12,164.66,3,56558.352,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,68,12,0,发行日期 ,140.2485714,TRUE,12,309.8088889,387.8304444,686.428,698.428,tbl,其它
2454,12,164.66,3,56558.352,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,68,12,0,发行总额 ,140.2485714,TRUE,12,387.8304444,451.67,686.428,698.428,tbl,其它
2455,12,164.66,3,56558.352,b'ABCDEE+\xb7\xc2\xcb\xce',12,0,char,68,12,0,债券期限 ,140.2485714,TRUE,12,451.67,510.9874,686.428,698.428,tbl,其它
2456,6,201.26,4,56589.732,Times New Roman,12,0,char,68,12,0,1,164.66,TRUE,6,84.576,125.4604444,655.948,667.948,tbl,其它
2457,12,201.26,4,56584.752,,12,0,char,68,12,0,重庆两江新区开发投资集团有限公司2013年度第一期中期票据 ,164.66,TRUE,6,125.4604444,309.8088889,644.428,672.928,tbl,其它
2458,12,201.26,4,56582.592,,12,0,char,68,12,0,2013年10月11日,164.66,TRUE,6,309.8088889,387.8304444,644.308,675.088,tbl,其它
2459,12,201.26,4,56588.592,,12,0,char,68,12,0,25亿元 ,164.66,TRUE,6,387.8304444,451.67,656.188,668.188,tbl,其它
2460,12,201.26,4,56588.592,,12,0,char,68,12,0,5年 ,164.66,TRUE,6,451.67,510.9874,656.188,668.188,tbl,其它
2461,6,237.7406667,5,56626.332,Times New Roman,12,0,char,68,12,0,2,201.26,TRUE,6,84.576,125.4604444,619.348,631.348,tbl,其它
2462,12,237.7406667,5,56619.072,,12,0,char,68,12,0,2014年第一期重庆两江新区开发投资集团有限公司公司债券 ,201.26,TRUE,6,125.4604444,309.8088889,607.828,638.608,tbl,其它
2463,12,237.7406667,5,56619.072,,12,0,char,68,12,0,2014年4月25日,201.26,TRUE,6,309.8088889,387.8304444,607.828,638.608,tbl,其它
2464,12,237.7406667,5,56625.192,,12,0,char,68,12,0,20亿元 ,201.26,TRUE,6,387.8304444,451.67,619.588,631.588,tbl,其它
2465,12,237.7406667,5,56625.192,,12,0,char,68,12,0,7年 ,201.26,TRUE,6,451.67,510.9874,619.588,631.588,tbl,其它
2466,6,274.37,6,56662.812,Times New Roman,12,0,char,68,12,0,3,237.7406667,TRUE,6,84.576,125.4604444,582.868,594.868,tbl,其它
2467,12,274.37,6,56655.672,,12,0,char,68,12,0,重庆两江新区开发投资集团有限公司2014年度第一期短期融资券 ,237.7406667,TRUE,6,125.4604444,309.8088889,571.198,602.008,tbl,其它
2468,12,274.37,6,56655.672,,12,0,char,68,12,0,2014年7月21日,237.7406667,TRUE,6,309.8088889,387.8304444,571.198,602.008,tbl,其它
2469,12,274.37,6,56661.672,,12,0,char,68,12,0,15亿元 ,237.7406667,TRUE,6,387.8304444,451.67,583.108,595.108,tbl,其它
2470,12,274.37,6,56661.672,,12,0,char,68,12,0,365天 ,237.7406667,TRUE,6,451.67,510.9874,583.108,595.108,tbl,其它
2471,6,311.1585714,7,56699.442,Times New Roman,12,0,char,68,12,0,4,274.37,TRUE,6,84.576,125.4604444,546.238,558.238,tbl,其它
2472,12,311.1585714,7,56692.182,,12,0,char,68,12,0,2014年第二期重庆两江新区开发投资集团有限公司公司债券 ,274.37,TRUE,6,125.4604444,309.8088889,534.718,565.498,tbl,其它
2473,12,311.1585714,7,56692.182,,12,0,char,68,12,0,2014年9月16日,274.37,TRUE,6,309.8088889,387.8304444,534.718,565.498,tbl,其它
2474,12,311.1585714,7,56698.302,,12,0,char,68,12,0,20亿元 ,274.37,TRUE,6,387.8304444,451.67,546.478,558.478,tbl,其它
2475,12,311.1585714,7,56698.302,,12,0,char,68,12,0,7年 ,274.37,TRUE,6,451.67,510.9874,546.478,558.478,tbl,其它
2476,14.04,327.95,8,56729.55,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,截至本期债券发行前，发行人及其下属子公司待偿还债务融资工,313.91,TRUE,14.04,117.86,131.9,514.09,528.13,para,其它
2477,7.02,355.19,9,56756.79,,14.04,0,char,68,14.04,0,具余额为80亿元。2011年12月，发行人与国银金融租赁有限公司,341.15,TRUE,7.02,89.904,295.61,485.797,500.89,para,其它
2478,14.04,382.43,10,56784.03,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,签订融资租赁合同，约定通过售后回租方式开展融资租赁业务，合同,368.39,TRUE,14.04,89.904,103.944,459.61,473.65,para,其它
2479,14.04,409.67,11,56811.27,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,约定租赁物出售总金额（即融资金额）24亿元，约定融资租赁期限,395.63,TRUE,14.04,89.904,364.75,431.317,446.41,para,其它
2480,7.02,436.93,12,56838.53,,14.04,0,char,68,14.04,0,为15年，宽限期2年，租赁物租赁期限为2014年12月20日至2026,422.89,TRUE,7.02,89.904,484.72,404.057,419.15,para,其它
2481,7.02,464.17,13,56865.77,,14.04,0,char,68,14.04,0,年12月20日。除此以外发行人及其下属子公司未通过发行资产证券,450.13,TRUE,7.02,89.904,173.9,376.817,391.91,para,其它
2482,14.04,491.41,14,56893.01,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,化、信托计划、保险债权投资计划、理财产品及其他各类私募债券品,477.37,TRUE,14.04,89.904,103.944,350.63,364.67,para,其它
2483,14.04,518.65,15,56920.25,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,种融资，发行人也未通过代建回购等方式融资。,504.61,TRUE,14.04,89.904,103.944,322.337,336.377,para,其它
2484,14.04,545.89,16,56947.49,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,二、上期企业债券募集资金使用情况,531.85,TRUE,14.04,117.98,132.02,295.097,309.137,para,其它
2485,7.02,573.01,17,56974.61,,14.04,0,char,68,14.04,0,发行人2014年获批的40亿元公司债券分两期于2014年4月25,558.97,TRUE,7.02,117.86,498.64,267.977,283.07,para,其它
2486,7.02,600.25,18,57001.85,,14.04,0,char,68,14.04,0,日公开发行20亿元和2014年9月16日公开发行20亿元。根据2014,586.21,TRUE,7.02,89.904,484.72,240.737,255.83,para,其它
2487,14.04,627.52,19,57029.12,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,年第一期重庆两江新区开发投资集团有限公司公司债券募集说明书,613.48,TRUE,14.04,89.904,103.944,214.52,228.56,para,其它
2488,7.02,654.76,20,57056.36,,14.04,0,char,68,14.04,0,和2014年第二期重庆两江新区开发投资集团有限公司公司债券募集,640.72,TRUE,7.02,89.904,155.54,186.227,201.32,para,其它
2489,7.02,682,21,57083.6,,14.04,0,char,68,14.04,0,说明书，两期债券的募集资金用途为9.69亿元用于重庆两江新区龙,667.96,TRUE,7.02,89.904,365.59,158.987,174.08,para,其它
2490,14.04,709.24,22,57110.84,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,兴聚居区北公租房项目、10.31亿元用于重庆两江新区御临南公租房,695.2,TRUE,14.04,89.904,295.61,131.747,146.84,para,其它
2491,14.04,736.48,23,57138.08,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,68,14.04,0,项目、8.65亿元用于一横线（代家山立交至协睦立交）道路工程项目、,722.44,TRUE,14.04,89.904,167.78,104.507,119.6,para,其它
2492,7.02,763.716,24,57165.316,,14.04,0,char,68,14.04,0,11.35亿元用于一横线（张家梁立交至代家山立交）道路工程项目。,749.676,TRUE,7.02,89.904,138.38,77.271,91.311,para,其它
2493,4.5,789.024,25,57195.664,Times New Roman,9,0,char,68,9,0,67,780.024,TRUE,4.5,293.21,297.71,53.016,62.016,para,页脚
2494,5.28,49.009,0,57296.129,,10.56,0,char,69,10.56,0,2016年重庆两江新区开发投资集团有限公司公司债券募集说明书,38.449,TRUE,5.28,208.97,243.17,792.239,802.799,para,页眉
2495,7.02,87.9,1,57331.54,,14.04,0,char,69,14.04,0,2015年9月23日和2015年10月9日，发行人两次披露了变更,73.86,TRUE,7.02,117.86,352.39,753.087,768.18,para,其它
2496,14.04,115.16,2,57358.8,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,69,14.04,0,上述债券募集资金用途的公告，将原募投项目重庆两江新区龙兴聚居,101.12,TRUE,14.04,89.904,103.944,726.88,740.92,para,其它
2497,14.04,142.4,3,57386.04,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,69,14.04,0,区北公租房项目和重庆两江新区御临南公租房项目，调整为重庆两江,128.36,TRUE,14.04,89.904,103.944,699.64,713.68,para,其它
2498,14.04,169.64,4,57413.28,b'ABCDEE+\xb7\xc2\xcb\xce',14.04,0,char,69,14.04,0,新区天堡寨公租房项目和北碚水土思源公租房配建廉租房项目。2015,155.6,TRUE,14.04,89.904,103.944,671.347,685.387,para,其它
